Metabolites which force 480 qualitatively reversible -> quantiatively reversible
35:	212	h[c]Proton
353:	3	pep[c]Phosphoenolpyruvate
400:	3	adn[c]Adenosine
461:	3	pa_hs[c]Phosphatidate
657:	3	atp[x]Adenosine Triphosphate
707:	3	glc_D[c]D-Glucose
808:	3	pchol_hs[c]Phosphatidylcholine
913:	3	Ser_Gly_Ala_X_Gly[l]Protein-Linked Serine Residue (Glycosaminoglycan Attachment Site)
1154:	3	3pg[c]3-Phospho-D-Glycerate
1495:	3	f6p[c]D-Fructose 6-Phosphate
1552:	3	so4[m]Sulfate
1575:	3	g6p[c]D-Glucose 6-Phosphate
1758:	3	2pg[c]2-Phospho-D-Glycerate
1763:	3	glyc[c]Glycerol
2195:	3	ru5p_D[c]D-Ribulose 5-Phosphate
2338:	3	xu5p_D[c]D-Xylulose 5-Phosphate
2410:	3	e4p[c]D-Erythrose 4-Phosphate
3567:	3	hxa[c]Hexanoate (N-C6:0)
5427:	3	35dhpvs[c]3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin
5451:	3	3hpvs[c]3'-S-hydroxy-pravastatin
5459:	3	3ispvs[c]3-alpha-iso-pravastatin
5791:	3	rsv[c]rosuvastatin
25:	2	h2o[m]Water
308:	2	acgagbside_hs[c]Alpha-GalNac-Globoside
312:	2	acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c]Type Iiia Glycolipid
314:	2	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c]Type Iiiab
339:	2	oaa[c]Oxaloacetate
340:	2	acn13acngalgbside_hs[c]Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside
343:	2	acn23acngalgbside_hs[c]Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside
349:	2	acnacngalgbside_hs[c]Disialyl-Galactosylgloboside
361:	2	acngalacglcgal14acglcgalgluside_hs[c]Vi3Neuac-Nlc6Cer
422:	2	adp[x]Adenosine Diphosphate
463:	2	glx[m]Glyoxylate
481:	2	akg[x]2-Oxoglutarate
538:	2	amp[x]Adenosine Monophosphate
650:	2	atp[r]Adenosine Triphosphate
747:	2	bz[c]Benzoate
795:	2	pi[r]Orthophosphate
796:	2	ppi[r]Diphosphate
802:	2	pail_hs[c]1-Phosphatidyl-1D-Myo-Inositol
861:	2	pglyc_hs[c]Phosphatidylglycerol
1074:	2	digalside_hs[c]Digalactosylceramide
1196:	2	s2l2n2m2m[c]De-Fuc Form Of Pa6 (Wo Peptide Linkage)
1424:	2	f1a[g]F1Alpha
1425:	2	f1a[l]F1Alpha
1433:	2	hdca[c]Hexadecanoate (N-C16:0)
1521:	2	fuc14galacglcgalgluside_hs[c]Lea Glycolipid
1523:	2	fucacgalfucgalacglcgalgluside_hs[c](Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1
1527:	2	fucacngalacglcgalgluside_hs[c]Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer
1534:	2	fucfuc12gal14acglcgalgluside_hs[c]Ley Glycolipid
1536:	2	fucfuc132galacglcgal14acglcgalgluside_hs[c]V3Fuc,Iii3Fuc-Nlc6Cer
1538:	2	fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c](Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1
1540:	2	fucfucfucgalacglcgal14acglcgalgluside_hs[c](Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1
1542:	2	fucfucgalacglcgalgluside_hs[c]Leb Glycolipid
1544:	2	fucgal14acglcgalgluside_hs[c]Lacto-N-Fucopentaosyl Iii Ceramide
1546:	2	fucgalfucgalacglcgalgluside_hs[c](Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1
1548:	2	fucgalgbside_hs[c]Fucosyl Galactosylgloboside
1570:	2	glyc3p[c]Glycerol 3-Phosphate
1583:	2	galacglcgalgbside_hs[c]Gal-GlcNac-Gal Globoside
1621:	2	galfuc12gal14acglcgalgluside_hs[c](Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1
1622:	2	galfucgalacglcgal14acglcgalgluside_hs[c](Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1
1623:	2	galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[c](Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1
1624:	2	galgalgalthcrm_hs[c]Gal-Gal-Gal-Gal-Gal-Glc-Cer
1653:	2	oagt3_hs[c]9-O-Acetylated Gt3
1661:	2	gbside_hs[c]Globoside
1673:	2	gd1b2_hs[c]Gd1Beta
1675:	2	gd1c_hs[c]Gd1C
1755:	2	glx[c]Glyoxylate
1771:	2	gp1calpha_hs[c]Gp1C Alpha
1773:	2	gp1c_hs[c]Gp1C
1779:	2	gq1balpha_hs[c]Gq1Balpha
1781:	2	gq1b_hs[c]Gq1B
1785:	2	gt1a_hs[c]Gt1A
1793:	2	pe_hs[r]Phosphatidylethanolamine
1825:	2	hpyr[c]3-Hydroxypyruvate
1864:	2	icit[x]Isocitric Acid
1934:	2	glyc[e]Glycerol
1948:	2	malt[c]Maltose
1961:	2	meoh[c]Methanol
2236:	2	sgalside_hs[c]Sulfatide Galactocerebroside
2333:	2	xolest2_hs[c]Cholesterol Ester
2577:	2	dca[c]Decanoate (N-C10:0)
2658:	2	docosac[c]Docosanoic Acid
4251:	2	gncore1[c]GlcNac-Alpha-1,4-Core 1
4253:	2	gncore2[c]GlcNac-Alpha-1,4-Core 2
4283:	2	f1a[e]F1Alpha
5228:	2	Ser_Gly_Ala_X_Gly[c]Protein-Linked Serine Residue (Glycosaminoglycan Attachment Site)
5233:	2	Ser_Gly_Ala_X_Gly[g]Protein-Linked Serine Residue (Glycosaminoglycan Attachment Site)
5261:	2	gpi_sig[c]Glycophosphatidylinositol (Gpi) Signal Sequence (C-Terminal Peptide)
5262:	2	m3gacpail_prot_hs[c]M3Gacpail Prot Heparan Sulfate
5263:	2	mem2emgacpail_prot_hs[c]({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)
5267:	2	n5m2masn[c]((N-Acetyl-D-Glucosaminyl)5-(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyl)-L-Asparagine (Protein)
5272:	2	core5[c]Core 5
5273:	2	core7[c]Core 7
5274:	2	core8[c]Core 8
5428:	2	35dhpvs[e]3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin
5433:	2	3hibupglu_S[c]3-hydroxy S-ibuprofen-glucuronide
5452:	2	3hpvs[e]3'-S-hydroxy-pravastatin
5460:	2	3ispvs[e]3-alpha-iso-pravastatin
5483:	2	56dhpvs[c]3-keto-5,6,-dihydroxy-pravastatin
5487:	2	56eppvs[c]5,6-epoxy-3-alpha-iso-pravastatin
5491:	2	5ohfvsglu[c]5-hydroxy-fluvastatin-glucuronide
5496:	2	6ahglz[c]6-alpha-OH-gliclazide
5510:	2	6epvs[c]6-epipravastatin
5511:	2	6epvs[e]6-epipravastatin
5527:	2	6ohfvsglu[c]6-hydroxy-fluvastatin-glucuronide
5532:	2	7ahglz[c]7-alpha-OH-gliclazide
5542:	2	7hpvs[c]7-hydroxy-3-alpha-iso-pravastatin
5627:	2	crvsm24[c]cerivastatin-M24
5639:	2	deoxfvs[c]deoxy-fluvastatin-dinor
5648:	2	dspvs[c]desacyl dehydro-pravastatin
5691:	2	rsv[e]rosuvastatin
5712:	2	fvstetglu[c]des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide
5713:	2	fvstet[c]des-isopropyl-dihydro-fluvastatin-tetranor
5768:	2	nfdac[c]acid metabolite of nifedipine
5770:	2	nfdoh[c]hydroxy metabolite of nifedipine
5772:	2	nfdnpy[c]Nitropyridine metabolite of nifedipine
5785:	2	ptvstlac[c]pitavastatin-lactone
5790:	2	pvsgluc[c]pravastatin glucuronide
5805:	2	tlacfvs[c]trans-lactone-fluvastatin
5814:	2	tripvs[c]triol metabolite of pravastatin
5823:	2	ptvstm13[c]pitavastatin-M13
26:	1	o2[m]Oxygen
70:	1	drib[c]2-Deoxy-D-Ribose
85:	1	2oxoadp[m]2-Oxoadipate
87:	1	co2[m]Carbon Dioxide
89:	1	2oxoadp[c]2-Oxoadipate
127:	1	3hpp[c]3-Hydroxypropionate
140:	1	adn[l]Adenosine
149:	1	pyr[m]Pyruvate
166:	1	4mop[c]4-Methyl-2-Oxopentanoate
191:	1	h2o[e]Water
223:	1	man[c]D-Mannose
238:	1	gncore1[g]GlcNac-Alpha-1,4-Core 1
240:	1	gncore2[g]GlcNac-Alpha-1,4-Core 2
250:	1	galfuc12gal14acglcgalgluside_hs[g](Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1
253:	1	acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g]Type Iiia Glycolipid
257:	1	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]Type Iiiab
258:	1	galfucgalacglcgal14acglcgalgluside_hs[g](Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1
260:	1	galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g](Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1
288:	1	acac[x]Acetoacetate
289:	1	acald[m]Acetaldehyde
291:	1	acald[r]Acetaldehyde
292:	1	acald[x]Acetaldehyde
293:	1	atp[m]Adenosine Triphosphate
294:	1	adp[m]Adenosine Diphosphate
300:	1	amp[m]Adenosine Monophosphate
309:	1	acgagbside_hs[g]Alpha-GalNac-Globoside
310:	1	acgagbside_hs[l]Alpha-GalNac-Globoside
311:	1	acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]Type Iiia Glycolipid
313:	1	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e]Type Iiiab
341:	1	acn13acngalgbside_hs[e]Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside
342:	1	acn13acngalgbside_hs[g]Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside
344:	1	acn23acngalgbside_hs[e]Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside
345:	1	acn23acngalgbside_hs[g]Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside
350:	1	acnacngalgbside_hs[e]Disialyl-Galactosylgloboside
351:	1	acnacngalgbside_hs[g]Disialyl-Galactosylgloboside
360:	1	acngalacglcgal14acglcgalgluside_hs[e]Vi3Neuac-Nlc6Cer
362:	1	acngalacglcgal14acglcgalgluside_hs[g]Vi3Neuac-Nlc6Cer
373:	1	o2[x]Oxygen
374:	1	h2o2[x]Hydrogen Peroxide
398:	1	ac[g]Acetate
402:	1	nh4[e]Ammonium
403:	1	adn[e]Adenosine
415:	1	camp[c]3,5-Cyclic Adenosine Monophosphate
416:	1	adn[m]Adenosine
417:	1	g1p[c]D-Glucose 1-Phosphate
455:	1	Rtotal2[c]R Total 2 Position
467:	1	glx[x]Glyoxylate
510:	1	etoh[c]Ethanol
528:	1	o2[r]Oxygen
539:	1	amp[r]Adenosine Monophosphate
541:	1	glc_D[e]D-Glucose
585:	1	arach[e]Arachidic Acid
586:	1	arach[c]Arachidic Acid
594:	1	sgalside_hs[l]Sulfatide Galactocerebroside
595:	1	galside_hs[l]D-Galactosyl-N-Acylsphingosine
596:	1	so4[l]Sulfate
630:	1	Rtotal[l]R Total
649:	1	oaa[m]Oxaloacetate
651:	1	adp[r]Adenosine Diphosphate
656:	1	atp[n]Adenosine Triphosphate
683:	1	galgalgalthcrm_hs[g]Gal-Gal-Gal-Gal-Gal-Glc-Cer
685:	1	galacglcgalgbside_hs[g]Gal-GlcNac-Gal Globoside
689:	1	gluside_hs[g]D-Glucosyl-N-Acylsphingosine
717:	1	met_L[c]L-Methionine
746:	1	bz[e]Benzoate
748:	1	bz[r]Benzoate
774:	1	co2[r]Carbon Dioxide
786:	1	etoh[x]Ethanol
790:	1	nh4[r]Ammonium
791:	1	glc_D[r]D-Glucose
793:	1	g6p[r]D-Glucose 6-Phosphate
811:	1	crmp_hs[c]Ceramide 1-Phosphate
812:	1	crm_hs[g]N-Acylsphingosine
813:	1	crm_hs[r]N-Acylsphingosine
815:	1	gluside_hs[r]D-Glucosyl-N-Acylsphingosine
842:	1	pep[m]Phosphoenolpyruvate
867:	1	ppi[n]Diphosphate
869:	1	co2[g]Carbon Dioxide
870:	1	co2[x]Carbon Dioxide
884:	1	core5[g]Core 5
886:	1	core7[g]Core 7
887:	1	core8[g]Core 8
894:	1	crmp_hs[e]Ceramide 1-Phosphate
957:	1	nh4[n]Ammonium
992:	1	pa_hs[n]Phosphatidate
995:	1	nh4[x]Ammonium
1000:	1	oaa[x]Oxaloacetate
1018:	1	4h2oglt[m]4-Hydroxy-2-Oxoglutarate
1026:	1	dolichol_L[c]Dolichol, Human Liver Homolog
1027:	1	dolichol_U[c]Dolichol, Human Uterine Homolog
1028:	1	tag_hs[c]Triglyceride
1040:	1	dhap[x]Dihydroxyacetone Phosphate
1072:	1	digalsgalside_hs[c]Digalactosylceramidesulfate
1073:	1	digalsgalside_hs[g]Digalactosylceramidesulfate
1075:	1	digalside_hs[g]Digalactosylceramide
1076:	1	digalside_hs[l]Digalactosylceramide
1099:	1	gpi_sig[r]Glycophosphatidylinositol (Gpi) Signal Sequence (C-Terminal Peptide)
1102:	1	m3gacpail_prot_hs[r]M3Gacpail Prot Heparan Sulfate
1104:	1	mem2emgacpail_prot_hs[r]({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)
1105:	1	n5m2masn[g]((N-Acetyl-D-Glucosaminyl)5-(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyl)-L-Asparagine (Protein)
1107:	1	Ser_Thr[l]Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)
1113:	1	ppi[x]Diphosphate
1117:	1	fald[m]Formaldehyde
1140:	1	dolichol_L[r]Dolichol, Human Liver Homolog
1141:	1	dolichol_U[r]Dolichol, Human Uterine Homolog
1156:	1	13dpg[c]3-Phospho-D-Glyceroyl Phosphate
1157:	1	pi[x]Orthophosphate
1161:	1	drib[e]2-Deoxy-D-Ribose
1200:	1	s2l2n2m2m[l]De-Fuc Form Of Pa6 (Wo Peptide Linkage)
1251:	1	fuc14galacglcgalgluside_hs[e]Lea Glycolipid
1252:	1	fucacgalfucgalacglcgalgluside_hs[e](Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1
1254:	1	fucacngalacglcgalgluside_hs[e]Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer
1255:	1	fucfuc12gal14acglcgalgluside_hs[e]Ley Glycolipid
1256:	1	fucfuc132galacglcgal14acglcgalgluside_hs[e]V3Fuc,Iii3Fuc-Nlc6Cer
1257:	1	fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e](Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1
1258:	1	fucfucfucgalacglcgal14acglcgalgluside_hs[e](Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1
1259:	1	fucfucgalacglcgalgluside_hs[e]Leb Glycolipid
1260:	1	fucgal14acglcgalgluside_hs[e]Lacto-N-Fucopentaosyl Iii Ceramide
1261:	1	fucgalfucgalacglcgalgluside_hs[e](Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1
1262:	1	fucgalgbside_hs[e]Fucosyl Galactosylgloboside
1264:	1	galacglcgalgbside_hs[e]Gal-GlcNac-Gal Globoside
1265:	1	galfuc12gal14acglcgalgluside_hs[e](Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1
1266:	1	galfucgalacglcgal14acglcgalgluside_hs[e](Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1
1267:	1	galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e](Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1
1268:	1	galgalgalthcrm_hs[e]Gal-Gal-Gal-Gal-Gal-Glc-Cer
1269:	1	gbside_hs[e]Globoside
1271:	1	gd1b2_hs[e]Gd1Beta
1272:	1	gd1c_hs[e]Gd1C
1278:	1	gp1c_hs[e]Gp1C
1279:	1	gp1calpha_hs[e]Gp1C Alpha
1280:	1	gq1b_hs[e]Gq1B
1281:	1	gq1balpha_hs[e]Gq1Balpha
1283:	1	gt1a_hs[e]Gt1A
1287:	1	h2o2[e]Hydrogen Peroxide
1291:	1	hdca[e]Hexadecanoate (N-C16:0)
1294:	1	hexc[e]Cerotic Acid
1297:	1	hpdca[e]Margaric Acid
1313:	1	lgnc[e]Lignocerate
1320:	1	lpchol_hs[e]1-Acyl-Sn-Glycero-3-Phosphocholine
1321:	1	mag_hs[e]Monoacylglycerol 2
1322:	1	meoh[e]Methanol
1335:	1	o2s[e]Superoxide
1337:	1	oagt3_hs[e]9-O-Acetylated Gt3
1338:	1	ocdca[e]Octadecanoate (N-C18:0)
1340:	1	octa[e]Octanoate (N-C8:0)
1345:	1	pe_hs[e]Phosphatidylethanolamine
1346:	1	peplys[e]Peptidyl-L-Lysine
1348:	1	pglyc_hs[e]Phosphatidylglycerol
1358:	1	ps_hs[e]Phosphatidylserine
1359:	1	ptdca[e]Pentadecanoic Acid
1367:	1	Rtotal[e]R Total
1368:	1	Rtotal2[e]R Total 2 Position
1380:	1	tag_hs[e]Triglyceride
1403:	1	ttdca[e]Tetradecanoic Acid
1417:	1	xolest_hs[e]Cholesterol Ester
1418:	1	xolest2_hs[e]Cholesterol Ester
1422:	1	xylt[e]Xylitol
1431:	1	ttdca[c]Tetradecanoic Acid
1435:	1	ocdca[c]Octadecanoate (N-C18:0)
1439:	1	ptdca[c]Pentadecanoic Acid
1441:	1	hpdca[c]Margaric Acid
1451:	1	lgnc[c]Lignocerate
1457:	1	hexc[c]Cerotic Acid
1459:	1	octa[c]Octanoate (N-C8:0)
1466:	1	fald[l]Formaldehyde
1491:	1	xu1p_D[c]D-Xylulose 1-Phosphate
1492:	1	gcald[c]Glycolaldehyde
1510:	1	for[m]Formate
1511:	1	for[r]Formate
1522:	1	fuc14galacglcgalgluside_hs[g]Lea Glycolipid
1524:	1	fucacgalfucgalacglcgalgluside_hs[g](Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1
1528:	1	fucacngalacglcgalgluside_hs[g]Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer
1535:	1	fucfuc12gal14acglcgalgluside_hs[g]Ley Glycolipid
1537:	1	fucfuc132galacglcgal14acglcgalgluside_hs[g]V3Fuc,Iii3Fuc-Nlc6Cer
1539:	1	fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g](Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1
1541:	1	fucfucfucgalacglcgal14acglcgalgluside_hs[g](Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1
1543:	1	fucfucgalacglcgalgluside_hs[g]Leb Glycolipid
1545:	1	fucgal14acglcgalgluside_hs[g]Lacto-N-Fucopentaosyl Iii Ceramide
1547:	1	fucgalfucgalacglcgalgluside_hs[g](Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1
1549:	1	fucgalgbside_hs[g]Fucosyl Galactosylgloboside
1581:	1	sgalside_hs[g]Sulfatide Galactocerebroside
1582:	1	galside_hs[g]D-Galactosyl-N-Acylsphingosine
1639:	1	Ser_Thr[g]Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)
1647:	1	gam[e]D-Glucosamine
1648:	1	gam[c]D-Glucosamine
1649:	1	malt[e]Maltose
1655:	1	oagt3_hs[g]9-O-Acetylated Gt3
1660:	1	gluside_hs[l]D-Glucosyl-N-Acylsphingosine
1662:	1	gbside_hs[l]Globoside
1664:	1	glyclt[m]Glycolate
1674:	1	gd1b2_hs[g]Gd1Beta
1676:	1	gd1c_hs[g]Gd1C
1742:	1	glc_D[g]D-Glucose
1745:	1	dxtrn[c]Phosphorylase-Limit Dextrin (Glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})
1760:	1	glyclt[c]Glycolate
1764:	1	glyc[m]Glycerol
1768:	1	6pgc[r]6-Phospho-D-Gluconate
1769:	1	ru5p_D[r]D-Ribulose 5-Phosphate
1772:	1	gp1calpha_hs[g]Gp1C Alpha
1774:	1	gp1c_hs[g]Gp1C
1780:	1	gq1balpha_hs[g]Gq1Balpha
1782:	1	gq1b_hs[g]Gq1B
1786:	1	gt1a_hs[g]Gt1A
1796:	1	h2o2[l]Hydrogen Peroxide
1797:	1	h2o2[n]Hydrogen Peroxide
1826:	1	hpyr[m]3-Hydroxypyruvate
1827:	1	hpyr[x]3-Hydroxypyruvate
1930:	1	lpchol_hs[c]1-Acyl-Sn-Glycero-3-Phosphocholine
1933:	1	mag_hs[c]Monoacylglycerol 2
1947:	1	malt[l]Maltose
1949:	1	man[e]D-Mannose
1962:	1	meoh[l]Methanol
1965:	1	met_L[e]L-Methionine
2056:	1	amp[l]Adenosine Monophosphate
2059:	1	o2s[m]Superoxide
2060:	1	o2s[n]Superoxide
2061:	1	o2s[x]Superoxide
2062:	1	o2[n]Oxygen
2099:	1	pa_hs[r]Phosphatidate
2100:	1	pa_hs[g]Phosphatidate
2105:	1	pail_hs[n]1-Phosphatidyl-1D-Myo-Inositol
2106:	1	pail45p_hs[c]Phosphatidylinositol 4,5-Bisphosphate
2107:	1	pail45p_hs[n]Phosphatidylinositol 4,5-Bisphosphate
2108:	1	pail4p_hs[c]1-Phosphatidyl-1D-Myo-Inositol 4-Phosphate
2109:	1	pail4p_hs[n]1-Phosphatidyl-1D-Myo-Inositol 4-Phosphate
2113:	1	pchol_hs[r]Phosphatidylcholine
2114:	1	pchol_hs[g]Phosphatidylcholine
2117:	1	amp[g]Adenosine Monophosphate
2118:	1	camp[g]3,5-Cyclic Adenosine Monophosphate
2123:	1	pe_hs[m]Phosphatidylethanolamine
2134:	1	pgp_hs[c]Phosphatidyl Glycerol Phosphate
2142:	1	succ[x]Succinate
2146:	1	pi[n]Orthophosphate
2157:	1	pail_hs[r]1-Phosphatidyl-1D-Myo-Inositol
2179:	1	ps_hs[c]Phosphatidylserine
2187:	1	ptrc[c]Putrescine
2188:	1	4abutn[c]4-Aminobutanal
2206:	1	rib_D[e]D-Ribose
2207:	1	rib_D[c]D-Ribose
2209:	1	Rtotal3crn[c]R Total 3 Carnitine
2210:	1	Rtotal3crn[m]R Total 3 Carnitine
2226:	1	fald[x]Formaldehyde
2246:	1	xolest_hs[c]Cholesterol Ester
2249:	1	o2[e]Oxygen
2258:	1	so4[r]Sulfate
2291:	1	trdrd[c]Reduced Thioredoxin
2292:	1	trdox[c]Oxidized Thioredoxin
2295:	1	tre[c]Trehalose
2296:	1	tre[e]Trehalose
2339:	1	xylt[c]Xylitol
2340:	1	Ser_Gly_Ala_X_Gly[r]Protein-Linked Serine Residue (Glycosaminoglycan Attachment Site)
2342:	1	4abutn[e]4-Aminobutanal
2349:	1	dhap[e]Dihydroxyacetone Phosphate
2353:	1	fald[e]Formaldehyde
2356:	1	HC00250[e]Hydrosulfide
2389:	1	fdp[c]D-Fructose 1,6-Bisphosphate
2390:	1	HC00250[c]Hydrosulfide
2392:	1	glyc3p[x]Glycerol 3-Phosphate
2396:	1	ptrc[e]Putrescine
2405:	1	3hpp[m]3-Hydroxypropionate
2411:	1	HC00361[c]Sedoheptulose 1,7-Bisphosphate
2412:	1	s7p[c]Sedoheptulose 7-Phosphate
2466:	1	co2[e]Carbon Dioxide
2519:	1	hdca[l]Hexadecanoate (N-C16:0)
2578:	1	dca[e]Decanoate (N-C10:0)
2635:	1	6pgc[c]6-Phospho-D-Gluconate
2637:	1	trdrd[n]Reduced Thioredoxin
2638:	1	trdox[n]Oxidized Thioredoxin
2742:	1	CE5253[c]17Beta-Estradiol-3,4-Semiquinone
2852:	1	crm_hs[e]N-Acylsphingosine
2854:	1	galside_hs[n]D-Galactosyl-N-Acylsphingosine
2855:	1	crm_hs[n]N-Acylsphingosine
2857:	1	galside_hs[r]D-Galactosyl-N-Acylsphingosine
2903:	1	h2o2[r]Hydrogen Peroxide
3076:	1	adpac[c]Adipic Acid
3078:	1	adpac[x]Adipic Acid
3165:	1	dca[r]Decanoate (N-C10:0)
3174:	1	docosac[e]Docosanoic Acid
3175:	1	docosac[r]Docosanoic Acid
3289:	1	omhdecacid[r]W-Hydroxydecanoicacid
3292:	1	omhdecacid[c]W-Hydroxydecanoicacid
3293:	1	sebacid[c]Sebacicacid
3303:	1	subeac[x]Suberic Acid
3304:	1	sebacid[x]Sebacicacid
3305:	1	subeac[c]Suberic Acid
3366:	1	mal_L[x](S)-Malate
3374:	1	4mop[e]4-Methyl-2-Oxopentanoate
3381:	1	mal_L[e](S)-Malate
3385:	1	pep[e]Phosphoenolpyruvate
3394:	1	2pg[e]2-Phospho-D-Glycerate
3401:	1	fum[e]Fumarate
3403:	1	icit[e]Isocitric Acid
