Taxon,mean,SD,minimum,maximum,non_zero_count
Micrococcus,1.3031077847518317e-06,1.0743134015683814e-06,0.0,2.988624101221112e-06,4
Minimicrobia,1.6562731893049725e-06,2.3918177767661924e-06,0.0,5.77800659569415e-06,3
Mobiluncus,2.818296001871349e-07,6.301901440900211e-07,0.0,1.4091480009356743e-06,1
Monoglobus,0.0002433345671148021,0.0001503670471427883,0.0,0.00038314160977654657,4
Morganella,1.1993705305755612e-06,1.8502659701834082e-06,0.0,4.203678192145138e-06,2
Murdochiella,1.6489081150710636e-06,1.5377984326740306e-06,0.0,3.021393700604318e-06,3
Muribaculum,6.698065286222946e-06,8.643315121103965e-06,0.0,2.0667504013723224e-05,3
Muricomes,2.505152001663421e-07,5.601690169689075e-07,0.0,1.2525760008317104e-06,1
Murimonas,1.0845787286590936e-06,1.831585893871356e-06,0.0,4.227444002807023e-06,2
Neglectibacter,2.9605038799211408e-05,3.791152973117549e-05,5.698033072501214e-06,9.304583035135061e-05,5
Neisseria,1.1034655254380989e-06,2.4674239257071126e-06,0.0,5.517327627190494e-06,1
Nocardioides,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Odoribacter,0.0038172038410110784,0.005547503092444851,1.016707861956099e-05,0.01242390963038291,5
Oribacterium,5.180281775449927e-07,1.158346219250934e-06,0.0,2.590140887724964e-06,1
Oscillibacter,0.0021370791389595436,0.001532979415929327,0.00010066472187667826,0.0036985219460645,5
Oxalobacter,6.248856249920265e-05,9.134327775385423e-05,0.0,0.00020143326442230295,2
Pantoea,1.0020608006653683e-06,2.24067606787563e-06,0.0,5.0103040033268416e-06,1
Parabacteroides,0.01234394239667765,0.014730243684239253,0.0022408232063003677,0.03539106518749967,5
Paraprevotella,0.00034123418044688795,0.0003778002150313261,1.5540845326349782e-05,0.0009602861619244694,5
Parascardovia,3.7577280024951317e-07,8.402535254533616e-07,0.0,1.8788640012475658e-06,1
Parasutterella,0.0005110506975274241,0.0011418699051491316,0.0,0.0025536893216956498,2
Peptacetobacter,2.6930384017881774e-06,6.0218169324157565e-06,0.0,1.3465192008940888e-05,1
Peptoniphilus,1.4699995069532073e-06,2.346142975893646e-06,0.0,5.379523382198002e-06,2
Peptostreptococcus,5.712648343851453e-06,1.0129491343401864e-05,0.0,2.3382959943807333e-05,2
Phascolarctobacterium,0.0016791814752385634,0.0025674635656633017,0.0,0.0058135183638601765,2
Phocaeicola,0.36091898591957716,0.07803604657313401,0.2892091516960349,0.4650639861121176,5
Porphyromonas,3.9409483051360674e-07,8.81222830609683e-07,0.0,1.9704741525680337e-06,1
Prevotella,0.00011756342723144744,0.00015702002878350966,0.0,0.0003592299675948295,4
Prevotellamassilia,4.662572143902856e-06,7.0327286752588714e-06,0.0,1.7066348011332055e-05,4
Propionibacterium,5.491599552778676e-05,6.394053038914074e-05,0.0,0.00015619314186973916,3
Pseudobutyrivibrio,1.0421064348372743e-06,1.4958956566005678e-06,0.0,3.2400580216183376e-06,2
Pseudoflavonifractor,0.0002008429218530239,0.00029018786869187453,1.0041368765753444e-06,0.0006552538204350885,5
Pseudomonas,2.818296001871349e-07,6.301901440900211e-07,0.0,1.4091480009356743e-06,1
Pyramidobacter,7.739637020136878e-07,1.0600917783538453e-06,0.0,1.9704741525680337e-06,2
Raoultella,1.0538472915303092e-06,9.89635728974225e-07,0.0,2.0354360013515293e-06,3
Rikenella,1.0774727250966849e-05,1.403352619758961e-05,0.0,3.209726002131258e-05,3
Robinsoniella,2.54884158358625e-06,4.7378199139510455e-06,0.0,1.0903290310876452e-05,2
Roseburia,0.0011647375979825167,0.000864054622734755,9.20458803527399e-06,0.0019798638462556126,5
Rothia,3.96529333423602e-06,5.637151527027131e-06,0.0,1.2056044008005213e-05,2
Ruminiclostridium,3.67427775193713e-05,5.464335942755192e-05,3.021393700604318e-06,0.00012917190008577013,5
Ruminococcus,0.004075551859232732,0.0068584619402657756,5.012316575571927e-05,0.016111274046469518,5
Ruthenibacterium,0.0010190280822640902,0.001015874539663486,9.957690692705498e-05,0.002590738612545208,5
Salmonella,5.780057514199565e-06,1.2924601515608683e-05,0.0,2.8900287570997825e-05,1
Sanguibacteroides,3.4017041993070868e-06,5.096665181689842e-06,0.0,1.1429756007589357e-05,2
Scardovia,3.152758644108854e-07,7.049782644877464e-07,0.0,1.576379322054427e-06,1
Schaalia,7.730574341825276e-06,1.7286089733437013e-05,0.0,3.865287170912638e-05,1
Segatella,1.2848691312502384e-05,1.2027743126019677e-05,1.1822844915408202e-06,2.9287325566780877e-05,5
Sellimonas,1.2444207465629008e-05,1.0040086464405641e-05,1.2551710957191805e-06,2.3239036844710834e-05,5
Shigella,2.7893824944730376e-06,6.237248872889643e-06,0.0,1.3946912472365189e-05,1
Soleaferrea,2.101839096072569e-07,4.6998550965849755e-07,0.0,1.0509195480362845e-06,1
Solobacterium,1.3946912472365188e-06,3.1186244364448217e-06,0.0,6.973456236182594e-06,1
Sphingomonas,1.565720001039638e-06,3.501056356055672e-06,0.0,7.82860000519819e-06,1
Staphylococcus,1.5653552218898028e-06,1.5551175010596858e-06,0.0,3.6011560023911676e-06,3
Stomatobaculum,2.1920080014554932e-07,4.901478898477941e-07,0.0,1.0960040007277466e-06,1
Streptococcus,0.00018065554262599876,0.00022683773745612348,3.932869433253432e-06,0.0005544214523681358,5
Stutzerimonas,5.517327627190494e-07,1.2337119628535563e-06,0.0,2.758663813595247e-06,1
Subdoligranulum,0.0006070907681857885,0.00042900897171069605,0.00014936968809918147,0.001083077374282531,5
Sutterella,1.6103717760374676e-06,1.446923555646389e-06,0.0,3.914300002599095e-06,4
Synergistes,2.3001575863619264e-05,4.2390996360102786e-05,0.0,9.762838730655633e-05,2
Tannerella,6.986991966019028e-05,9.019415959464248e-05,3.5981571410616504e-06,0.00022833088133329294,5
Terrisprobacter,1.4744579553810842e-06,2.278710547687591e-06,0.0,5.180281775449928e-06,2
Thomasclavelia,5.156571464237098e-06,5.670274458644187e-06,0.0,1.354842925886904e-05,3
Trueperella,2.1920080014554932e-07,4.901478898477941e-07,0.0,1.0960040007277466e-06,1
Turicibacter,6.765890904441705e-06,1.1733298681910506e-05,0.0,2.709685851773808e-05,2
Turicimonas,3.4445840022872036e-07,7.702323983322478e-07,0.0,1.7222920011436018e-06,1
Tyzzerella,0.0001455748265102635,7.913297926867064e-05,3.4559044168801435e-05,0.00023674768785549163,5
Veillonella,6.728201483738265e-05,8.472881876823731e-05,1.589883387910962e-06,0.00021278134814128682,5
Victivallis,3.536447509599065e-05,7.246546490630552e-05,0.0,0.0001648703161094739,3
Weissella,5.949736003950625e-07,1.3304014153011553e-06,0.0,2.9748680019753122e-06,1
