Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Amedibacterium_intestinale,2.5026655063534744e-05,0.0,1.3399224237462628e-05,0.0,0.0
Anaerotruncus_Anaerotruncus_sp,5.586306933824719e-06,0.0005811952643859136,5.123232796676887e-06,2.0123402281555486e-05,2.34298604534247e-06
Bacteroides_Bacteroides_avicola,1.374231505720881e-05,1.440462400956467e-05,4.203678192145138e-06,3.38710731471726e-06,0.0
Bacteroides_sp_14,2.536183347956423e-05,0.0074069516089182155,3.743900889879264e-05,0.00011356771584640225,0.0019854296392085996
Bacteroides_sp_3_1_33FAA,0.01493689093193789,0.020956066209914827,0.005680088792192613,0.0016833923354144782,0.008987443435714572
Bacteroides_sp_D2,5.8097592111777086e-06,0.0012189130208093582,1.0246465593353774e-05,0.001279131115322636,0.003575564061338705
Bacteroides_sp_D22,0.00913573463343827,0.004228226862807542,0.01618783925817691,0.013133408992012803,0.0026902500484914434
Bacteroides_sp_HPS0048,0.004927346167910756,0.00804388650534114,0.0025856561829997737,0.00041143391793477306,0.0006336103691190422
Bacteroides_sp_f07,1.6088563969415194e-05,0.00019978587213265783,2.3382959943807333e-05,8.965872303663336e-05,4.6608686687705564e-05
Bacteroides_vicugnae,2.346248912206382e-06,0.0002666421161770504,9.458275932326562e-06,0.0006276110612564336,0.0006710144677714738
Barnesiella_Barnesiella_sp,0.00011083232956708244,0.004084180622711896,6.0165144125077294e-05,4.961116008027046e-05,3.5981571410616504e-06
Bifidobacterium_Bifidobacterium_sp,3.686962576324315e-06,5.9497360039506245e-06,1.0509195480362845e-06,1.6138570146594003e-05,2.2593079722945246e-06
Bifidobacterium_faecale,0.0,0.0,0.0,1.494312050610556e-05,0.0
Blautia_Blautia_sp,0.005812440638505945,0.00043151243228652423,0.002511172260032702,0.0007459605756647895,0.0004924454598871584
Blautia_argi,2.4579750508828766e-05,0.0,2.377705477432094e-05,0.0,1.3388491687671258e-06
Blautia_glucerasea,4.122694517162643e-05,9.911007606580909e-05,8.275991440785741e-06,0.00020143326442230295,1.171493022671235e-06
Blautia_massiliensis_,0.0009595040789537339,0.0005215413323463034,0.00024328787537039988,0.0004853525540383086,5.706844581869873e-05
Borkfalkia_Borkfalkia_ceftriaxoniphila,0.0,4.853732003222878e-05,0.0,3.187865707969186e-06,0.0
Butyricicoccus_Butyricicoccus_sp,0.0,0.0,0.0,1.1954496404884448e-06,0.0
Christensenella_hongkongensis,0.0,1.0960040007277466e-06,0.0,5.379523382198002e-06,0.0
Clostridium_Clostridium_sp,0.0062670542967806,0.00029388564419514007,0.005516539437529467,0.0008483707615332996,0.0001281948079094523
Clostridium_sp_7_3_54FAA,0.0009233048100225497,1.1586328007693322e-05,0.0004655573597800741,7.073077039556632e-05,0.00036299548088198697
Clostridium_sp_AT4,0.0006075667421227766,8.768032005821973e-06,0.0031241210864248648,9.762838730655633e-06,9.823805775828785e-05
Clostridium_sp_ATCC_29733,6.927020597942653e-06,1.3778336009148815e-05,3.8095833616315317e-06,3.0085482618959195e-05,6.359533551643848e-06
Clostridium_sp_ATCC_BAA_442,0.005843277052780657,0.001323503116878806,0.01313110838776987,0.0005961308873902378,4.7529145491232965e-05
Clostridium_sp_D5,0.0,7.045740004678372e-06,0.0,7.770422663174891e-06,0.0
Clostridium_sp_HGF2,6.915847984075004e-05,0.0,0.0,0.0,0.0
Clostridium_sp_KLE_1755,0.0006808590890945568,4.869389203233274e-05,0.00019113599279909924,6.335883094588758e-05,4.4433056788458985e-05
Clostridium_sp_Marseille_P299,4.424355091589178e-05,0.0,2.9163017458006898e-05,0.0,0.0
Clostridium_sp_SS2,0.0010019600116508017,2.1920080014554932e-05,0.0003331414967275022,0.00013827367508316345,0.0
Collinsella_Collinsella_sp,0.0,0.0,0.0,1.7931744607326671e-06,0.0
Collinsella_sp_4_8_47FAA,0.0,0.0,0.0,1.15560131913883e-05,2.4266641183904153e-06
Coprobacillus_Coprobacillus_sp,0.00044031271252406443,0.00018412867212226145,0.0005341298602894416,0.00021438396886092778,9.363576374065086e-05
Coprobacillus_sp_8_2_54BFAA,5.362854656471731e-05,3.131440002079276e-06,1.1691479971903666e-05,4.184073741709557e-06,1.0041368765753444e-06
Coprobacillus_sp_K06,1.117261386764944e-06,0.0,0.0,4.781798561953779e-06,0.0
Coprococcus_Coprococcus_sp,0.0,4.791103203181293e-05,0.0,0.00034329328842693175,1.5062053148630165e-06
Coprococcus_sp_HPP0074,2.0892787932504452e-05,0.0,3.3103965763142965e-05,6.375731415938372e-06,0.0
Dorea_Dorea_massiliensis,9.384995648825529e-06,6.482080804304101e-05,1.1822844915408202e-06,2.5303684057005415e-05,1.0878149496232897e-06
Dorea_Dorea_sp,0.0007497941166579539,4.211786802796626e-05,0.00017878768810967291,4.781798561953779e-06,0.0
Dorea_sp_D27,0.0,4.227444002807023e-06,0.0,0.0,0.0
Eggerthella_Eggerthella_sp,6.815294459266158e-06,0.0,2.8900287570997825e-06,1.9924160674807413e-06,0.0
Eggerthella_sp_1_3_56FAA,1.1060887728972945e-05,0.0,1.3399224237462628e-05,1.0360563550899855e-05,0.0
Enterocloster_aldenensis,0.00042344206558391374,1.5344056010188452e-05,0.00025826347892991694,3.765666367538601e-05,9.857277005047963e-05
Enterocloster_aspragiformis,0.000896713989017544,4.712817203129311e-05,0.0008059239284003257,5.439295864222424e-05,7.045693750637e-05
Eubacterium_Eubacterium_sp,5.463408181280576e-05,0.00038657626825668663,3.862129339033346e-05,0.0020107462953015643,9.455622254417826e-06
Eubacterium_sp_SB2,2.4803202786181757e-05,3.0061824019961053e-05,1.5238333446526127e-05,1.2950704438624818e-05,4.68597209068494e-06
Faecalibacterium_Faecalibacterium_sp,0.0005925954395401263,0.001592806957057624,0.00024775428344955407,0.011471335508520367,0.0009625488742705155
Faecalibacterium_duncaniae,8.915745866384253e-05,0.001843009013223758,5.346553200634598e-05,0.0003120123561674841,2.0333771750650724e-05
Faecalicatena_contorta,1.2289875254414383e-05,7.045740004678372e-06,3.415488531117925e-06,0.0001916704256916473,1.7572395340068526e-06
Faecalicatena_fissicatena,5.698033072501214e-06,3.820356802536717e-05,7.487801779758528e-06,0.0,1.0041368765753444e-06
Faecalimicrobium_dakarense,0.0,6.419452004262516e-06,0.0,0.0,0.0
Faecalispra_sprospaeroides,0.0,7.045740004678372e-06,0.0,5.578764988946076e-06,0.0
Flavonifractor_Flavonifractor_sp,0.001234797284652616,0.0003569841602370375,0.001752802441181018,0.00018449772784871665,7.782060793458918e-06
Fusicatenibacter_sp_2789STDY5834925,0.0007159410966389761,0.00021356420814180662,0.0001835168260758362,0.0002540330486037945,4.267581725445213e-06
Fusobacterium_Fusobacterium_sp,2.234522773529888e-06,1.565720001039638e-06,2.101839096072569e-06,9.962080337403707e-06,0.0
Haemophilus_sptorum,0.0,2.5051520016634208e-06,0.0,0.0,0.0
Intestinimonas_massiliensis_,0.002223908790355621,0.0020149250693379103,0.0010082259413973105,0.001357233825167881,1.8325497997500034e-05
Klebsiella_sp_4_1_44FAA,0.0,0.0,2.6929813418429793e-05,0.0,0.0
Lachnoclostridium_Clostridium_scindens,0.00011049715115105296,1.0960040007277466e-06,1.6420617938066946e-05,4.9810401687018535e-06,0.0
Lachnoclostridium_Clostridium_symbiosum,0.00032132437483359786,9.081176006029901e-05,0.00015855748680997445,0.00013289415170096545,0.0003103619729348293
Lachnoclostridium_Lachnoclostridium_sp,0.0,0.0,0.0,7.571181056426817e-06,0.0
Lachnospra_Lachnospra_sp,0.0005845511575554187,0.0025657453657036548,0.00029714750220725944,0.003359412731379278,3.313651692698636e-05
Lachnospra_eligens,0.0,3.914300002599095e-05,0.0,9.4042038385091e-05,0.0
Lacrimispra_indolis,0.0,0.0,0.0,1.9924160674807413e-06,0.0
Massilimicrobiota_timonensis,0.0,0.0,0.0,1.1954496404884448e-06,0.0
Mediterraneibacter_Blautia_torques,0.0004084707630012635,0.00016502688810957785,0.00015212060457825218,0.00020741051262474516,0.011361557724230878
Mediterraneibacter_Ruminococcus_lactaris,0.0002745111227281467,6.889168004574407e-06,0.00010601150940816021,1.8529469427570893e-05,1.7572395340068526e-06
Mediterraneibacter_faecis,2.8266713085153083e-05,4.791103203181293e-05,1.1166020197885524e-05,0.0,0.0
Megaspaera_Megaspaera_sp,1.3295410502502833e-05,2.9748680019753122e-06,1.156011502839913e-05,1.9924160674807414e-05,8.451485377842481e-05
Megaspaera_massiliensis,0.0,6.262880004158552e-05,0.0,0.0,0.0004958762608821242
Megaspaera_micronuciformis,1.0055352480884496e-06,0.0,0.0,0.0,0.0
Minimicrobia_Minimicrobia_vallesae,1.4524398027944271e-06,0.0,1.0509195480362845e-06,5.77800659569415e-06,0.0
Odoribacter_Odoribacter_sp,5.027676240442248e-06,0.0020996305213941547,1.2479669632930879e-05,0.005581554371440548,3.0040428224212384e-05
Odoribacter_spanchnicus,3.016605744265349e-06,0.004345186146885204,4.597773022658745e-06,0.006842355258942362,0.00015413501055431536
Oscillibacter_Oscillibacter_sp,0.003306423347992175,0.0010131774126727498,0.002566608266191616,0.0036985219460645,0.00010066472187667826
Oxalobacter_paraformigenes,0.0,0.0,0.0,1.394691247236519e-06,0.0
Parabacteroides_sp_D26,0.0004148391529058237,0.0024636604216358706,9.15613656226613e-05,0.0026174369878494497,0.0004827388034135968
Parabacteroides_sp_HGS0025,0.0,9.597863606372981e-05,0.0,3.2277140293188006e-05,5.188040528972612e-06
Prevotellamassilia_timonensis,1.7876182188239103e-06,1.7066348011332055e-05,0.0,1.1954496404884448e-06,3.263444848869869e-06
Propionibacterium_sp_434_HC2,0.00015619314186973916,5.542648803680319e-05,0.0,6.296034773239143e-05,0.0
Roseburia_Roseburia_sp,7.016401508883848e-05,0.00036042874423932467,9.024771618761593e-05,0.00014504788971259796,0.0
Ruminiclostridium_Ruminiclostridium_sp,3.5752364376478206e-06,0.00012917190008577013,3.021393700604318e-06,4.443087830482053e-05,3.5144790680137053e-06
Ruminococcus_Ruminococcus_sp,0.000279091894413883,0.002865111029902434,0.00044309395444079846,0.01535495290725383,5.012316575571927e-05
Ruminococcus_sp_5_1_39BFAA,1.1507792283678923e-05,1.8318924012163767e-05,4.9918678531723515e-06,2.590140887724964e-06,0.0
Ruminococcus_sp_SR1,9.675483609384414e-05,1.81623520120598e-05,1.8522457034139517e-05,1.7134778180334375e-05,0.0
Sanguibacteroides_justesenii,0.0,1.1429756007589357e-05,0.0,5.578764988946076e-06,0.0
Soleaferrea_Soleaferrea_massiliensis,0.0,0.0,1.0509195480362845e-06,0.0,0.0
Sphingomonas_paucimobilis,0.0,7.82860000519819e-06,0.0,0.0,0.0
Streptococcus_Streptococcus_sp,2.4803202786181757e-05,0.00023047398415303473,1.2479669632930879e-05,0.0001332926349144616,2.8450544836301424e-06
Streptococcus_ilei,0.0,0.0,0.0,1.593932853984593e-06,0.0
Streptococcus_sp_2_1_36FAA,0.0,3.131440002079276e-06,0.0,0.0,0.0
Subdoligranulum_sp_4_3_54A2FAA,0.0008399571105698849,0.000134025632088993,0.0007955460978634674,0.0009982004498078514,0.00015455340091955508
Synergistes_sp_3_1_syn1,0.0,1.7379492011539984e-05,0.0,9.762838730655633e-05,0.0
Tannerella_sp_6_1_58FAA_CT1,5.083539309780495e-05,3.334983602214429e-05,3.32353307066475e-05,0.00022833088133329294,3.5981571410616504e-06
Terrisprobacter_glycolicus,0.0,0.0,0.0,2.3908992809768896e-06,0.0
Terrisprobacter_othiniensis,0.0,2.1920080014554933e-06,0.0,2.789382494473038e-06,0.0
Thomasclavelia_ramosa,7.37392515264863e-06,0.0,4.860502909667816e-06,0.0,0.0
Thomasclavelia_sp,0.0,0.0,0.0,1.1954496404884448e-06,0.0
Thomasclavelia_sproformis,0.0,0.0,0.0,1.2352979618380595e-05,0.0
Turicibacter_sp_H121,0.0,6.732596004470444e-06,0.0,8.965872303663336e-06,0.0
Turicibacter_sp_HGF1,0.0,0.0,0.0,6.375731415938372e-06,0.0
Tyzzerella_Tyzzerella_nexilis,0.00023674768785549163,0.0001778657921181029,9.878643751541075e-05,0.00017991517089351093,3.4559044168801435e-05
Veillonella_dispr,3.2400580216183376e-06,5.66790640376349e-05,1.9704741525680337e-06,4.9810401687018535e-06,0.0
Veillonella_sp_ACP1,2.569701189559371e-06,8.924604005925938e-06,0.0,4.383315348457631e-06,0.0
Veillonella_sp_oral_taxon_158,3.5752364376478206e-06,1.972807201309944e-05,0.0,3.38710731471726e-06,0.0
