Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Peptostreptococcaceae,0.002727011592815875,3.6011560023911676e-05,0.002650813194978023,0.00014205926561137685,1.2551710957191805e-06
Porphyromonadaceae,3.686962576324315e-06,1.8788640012475658e-05,1.9704741525680337e-06,1.3149946045372892e-05,1.548044351386989e-05
Prevotellaceae,0.0009657607427196175,0.00042556269628257363,0.0004771174748084732,0.000271566309997625,0.0006023984478721586
Propionibacteriaceae,0.00016848301712415353,8.689746005769992e-05,4.243087675196499e-05,9.962080337403708e-05,5.8993041498801475e-05
Pseudomonadaceae,0.0,3.6011560023911676e-06,1.4056048954985306e-05,0.0,0.0
Rikenellaceae,0.0013954594720694152,0.06791858506509794,0.0005163955929163293,0.0723043806056626,0.05034198391673965
Sphingomonadaceae,0.0,7.82860000519819e-06,0.0,0.0,0.0
Staphylococcaceae,0.0,3.6011560023911676e-06,2.2332040395771047e-06,1.9924160674807413e-06,0.0
Streptococcaceae,0.00011496619669811272,0.0005677300723769728,2.6010258813898044e-05,0.0003887203747654926,3.932869433253432e-06
Sutterellaceae,2.5697011895593714e-06,0.0025593259136993925,0.0,1.7931744607326671e-06,1.3388491687671258e-06
Synergistaceae,0.0,2.176350801445097e-05,0.0,0.0001201426888690887,0.0
Tannerellaceae,0.002573164699858342,0.03542441502352181,0.002274058537007015,0.019176207683075142,0.0026212156382268885
Turicibacteraceae,0.0,6.732596004470444e-06,0.0,2.709685851773808e-05,0.0
Veillonellaceae,0.008034338358365388,0.00039784945226417205,0.004822538440995006,0.006285076484867998,0.0009056477845979126
Victivallaceae,7.485651291325125e-06,0.0001648703161094739,4.4664080791542094e-06,0.0,0.0
