Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
25VITD3Hm	-272.18	141421.36	-271.50	-277490.75	276986.66
2AMACHYD	157.03	141421.36	157.10	-277065.31	277342.68
2AMACSULT	-18.55	200000.00	-19.16	-392076.01	392026.95
2AMADPTm	0.00	0.00	-15.06	-50.69	20.56
2DR1PP	-857.25	141421.36	-858.00	-278079.48	276332.61
2HBO	17.28	141421.36	16.91	-277204.06	277223.91
2HBt2	0.00	0.00	-0.00	-17.81	17.81
2HCO3_NAt	0.00	0.00	2.66	-69.73	33.98
2MCITt	0.00	0.00	-8.66	-26.48	9.15
2OXOADOXm	-368.72	173205.08	-368.61	-339912.72	339137.10
2OXOADPTm	0.00	0.00	0.00	-35.63	35.63
34DHOXPEGOX	-17.28	141421.36	-16.91	-277223.90	277204.06
34DHOXPEGt	0.00	0.00	-0.03	-17.84	17.79
34DHPHAMT	5.06	187082.87	4.36	-366713.69	366722.41
34DHPHEt	0.00	0.00	0.04	-17.78	17.85
34DHPLACOX	254.51	141421.36	253.40	-276967.57	277460.40
34DHPLACOX_NADP_	255.78	141421.36	254.67	-276959.48	277479.57
34DHXMANDACOX	254.51	141421.36	253.40	-276967.57	277460.40
34DHXMANDACOX_NADP_	255.78	141421.36	254.68	-276959.48	277479.57
34HPLFM	-17.28	141421.36	-16.60	-277222.31	277216.01
34HPPOR	-402.40	141421.36	-402.40	-277623.88	276819.09
35CGMPtn	0.00	0.00	0.00	-17.81	17.81
3AIBTm	0.00	200000.00	0.11	-392035.52	392035.73
3AIBtmi	0.00	0.00	0.02	-17.80	17.83
3DPHBH1	-270.91	141421.36	-270.32	-277464.15	276991.99
3DPHBH2	-272.18	141421.36	-271.58	-277490.83	276986.58
3DSPHR	-18.55	141421.36	-16.69	-277241.58	277197.47
3HAO	-16.40	141421.36	-17.86	-277209.66	277215.50
3HBCDm	237.23	141421.36	237.26	-276966.41	277440.94
3HBCOAHLm	237.23	173205.08	236.45	-339279.11	339721.91
3HKYNAKGAT	0.00	200000.00	0.04	-392035.59	392035.66
3HLYTCL	-386.00	141421.36	-385.24	-277618.60	276806.56
3M4HDXPAC	254.51	141421.36	253.40	-276967.57	277460.39
3MLDAt	0.00	0.00	-2.75	-20.56	15.07
3MOBt2im	0.00	0.00	0.00	-17.81	17.81
3MOPt2im	0.00	0.00	0.00	-17.81	17.81
3MOX4HOXPGALDOX	254.51	141421.36	253.40	-276967.57	277460.40
3MOX4HOXPGALDOX_NADP_	255.78	141421.36	254.67	-276959.48	277479.57
3MOXTYROX	6.60	141421.36	6.51	-277233.71	277209.91
3SALAASPm	0.00	0.00	-14.74	-50.37	20.89
3SALACBOXL	-386.00	141421.36	-384.48	-277617.84	276807.32
3SALAOX	-16.40	282842.71	-15.03	-554410.50	554422.00
3SALATAi	0.00	200000.00	0.78	-392034.85	392036.40
3SALATAim	0.00	200000.00	0.96	-392034.67	392036.59
3SPYRSP	-249.09	141421.36	-252.10	-277485.46	276939.70
3SPYRSPm	-249.09	141421.36	-255.74	-277489.10	276936.06
41R1H2MAE12BOOX	86.80	173205.08	86.84	-339460.44	339592.55
41R2A1H12BOOX	6.60	141421.36	6.56	-277233.66	277209.96
42A12BOOX	6.60	141421.36	6.50	-277233.72	277209.90
4ABUTtm	0.00	0.00	-0.02	-17.83	17.80
4HBZCOAFm	254.51	200000.00	253.15	-391808.99	392276.91
4HBZFm	237.23	173205.08	237.23	-339278.32	339722.70
4HDEBRISOQUINEte	0.00	0.00	-2.89	-20.71	14.92
4HGLSDm	254.51	141421.36	253.52	-276979.10	277459.22
4HOXPACDOX_NADP_	255.78	141421.36	254.67	-276959.48	277479.57
4MOPt2im	0.00	0.00	0.00	-17.81	17.81
4MPTNLte	0.00	0.00	0.00	-17.81	17.81
4MPTNLtm	0.00	0.00	0.00	-17.81	17.81
4MTOLBUTAMIDEte	0.00	0.00	0.00	-17.81	17.82
4NPHSFte	0.00	0.00	2.89	-14.92	20.71
4NPHSULT	-0.00	200000.00	2.26	-392033.37	392037.88
4NPHte	0.00	0.00	0.91	-16.91	18.72
4PYRDX	-857.25	141421.36	-859.14	-278108.48	276332.46
5ADTSTSTERONEGLCte	-857.25	141421.36	-859.14	-278108.48	276332.46
5ADTSTSTERONEGLCtr	0.00	0.00	0.00	-17.81	17.81
5ADTSTSTERONESte	0.00	0.00	-2.89	-20.71	14.92
5ADTSTSTERONESULT	-0.00	200000.00	-1.02	-392036.65	392034.60
5ADTSTSTERONEte	0.00	0.00	-0.00	-17.81	17.81
5ADTSTSTERONEtr	0.00	0.00	0.00	-17.81	17.81
5AOPtm	0.00	0.00	-2.40	-20.21	15.42
5DHFtl	0.00	0.00	-55.91	-73.72	-38.09
5FTHFt2	0.00	0.00	5.48	-12.33	23.29
5HLTDL	-386.00	141421.36	-385.25	-277618.61	276806.55
5HOMEPRAZOLEte	0.00	0.00	0.02	-17.79	17.83
5HOXINDACTO2OX	86.80	141421.36	86.06	-277135.43	277307.54
5HOXINOXDA	6.60	141421.36	6.52	-277233.70	277209.92
5HTRPVESSEC	-857.25	141421.36	-859.17	-278108.50	276332.43
5MTHFt	0.00	0.00	2.13	-15.69	19.94
5MTHFt2	0.00	0.00	2.13	-15.69	19.94
5THFtl	0.00	0.00	-11.02	-28.83	6.80
5THFtm	0.00	0.00	-88.83	-106.65	-71.02
6DHFtl	0.00	0.00	-11.04	-28.86	6.77
6DHFtm	0.00	0.00	-100.36	-118.17	-82.54
6HTSTSTERONEte	0.00	0.00	0.00	-17.81	17.81
6HTSTSTERONEtr	0.00	0.00	0.00	-17.81	17.81
6THFtl	0.00	0.00	-11.04	-28.86	6.77
6THFtm	0.00	0.00	-100.36	-118.17	-82.54
7DHCHSTEROLtr	0.00	0.00	0.00	-17.81	17.81
7DHFtl	0.00	0.00	-14.71	-32.52	3.11
7DHFtm	0.00	0.00	-119.08	-136.89	-101.26
7THFtl	0.00	0.00	-14.55	-32.36	3.27
7THFtm	0.00	0.00	-118.73	-136.55	-100.92
A_MANASEly	-1350.31	141421.36	-1350.31	-278613.36	275829.61
A4GALTc	-0.00	200000.00	-1612.11	-393647.73	390423.52
A4GALTg	-0.00	200000.00	-1422.95	-393463.64	390601.67
A4GNT1g	-0.00	200000.00	-0.68	-392041.38	392023.93
A4GNT2g	-0.00	200000.00	-0.68	-392041.38	392023.93
AACTOOR	8.07	127530.34	8.85	-250004.98	249985.86
AACTtm	0.00	0.00	17.35	-0.46	35.17
AASAD3m	254.51	141421.36	253.17	-276979.45	277458.87
AATAi	0.00	200000.00	0.00	-392035.63	392035.63
ABO1g	-0.00	200000.00	-0.68	-392041.38	392023.93
ABO2g	-0.00	200000.00	-1.12	-392041.82	392023.50
ABO3g	-0.00	200000.00	-1.12	-392041.82	392023.50
ABO4g	-0.00	200000.00	-0.68	-392041.38	392023.93
ABO5g	-0.00	200000.00	-0.68	-392041.38	392023.93
ABO6g	-0.00	200000.00	-93.27	-392133.96	391931.35
ABO7g	-0.00	200000.00	106.71	-391933.99	392131.33
ABO8g	-0.00	200000.00	-1.12	-392041.82	392023.50
ABO9g	-0.00	316227.77	-2.24	-619872.24	619835.60
ABTArm	-47.44	187082.87	-47.54	-366765.59	366670.51
ABTD	17.28	141421.36	16.91	-277204.06	277223.90
ABTti	0.00	0.00	0.00	-17.81	17.81
ABUTt2rL	0.00	0.00	-1.58	-19.39	16.23
ABUTt4_2_r	0.00	0.00	-6.01	-97.35	3.20
ACACT10m	0.00	200000.00	0.01	-392033.19	392021.73
ACACT1rm	0.00	244948.97	-0.04	-480121.75	480133.15
ACACT1x	0.00	244948.97	-0.06	-480135.68	480135.56
ACACt2m	0.00	0.00	0.00	-17.81	17.81
ACACT4p	0.00	200000.00	-0.28	-392035.90	392035.35
ACACT5p	0.00	200000.00	-0.28	-392035.90	392035.35
ACACT6p	0.00	200000.00	-0.28	-392035.90	392035.35
ACACT7p	0.00	200000.00	-0.28	-392035.90	392035.35
ACACT8p	0.00	200000.00	-0.28	-392035.90	392035.35
ACACT9p	0.00	200000.00	-0.28	-392035.90	392035.35
ACACtx	0.00	0.00	-1.19	-19.00	16.62
ACALDtm	0.00	0.00	-0.00	-17.81	17.81
ACALDtr	0.00	0.00	0.00	-17.81	17.81
ACALDtx	0.00	0.00	0.00	-17.81	17.81
ACCOACm	-506.98	200000.00	-507.90	-392548.83	391530.85
ACCOAgt	0.00	0.00	-1.28	-19.09	16.53
ACCOALm	-1980.48	223606.80	-1977.38	-440299.56	436316.94
ACCOAtn	0.00	0.00	0.00	-17.81	17.81
ACCOAtr	0.00	0.00	0.00	-17.81	17.81
ACETONEt2	0.00	0.00	-2.89	-20.71	14.92
ACETONEt2m	0.00	0.00	-14.96	-32.77	2.86
ACGAGBSIDEtg	0.00	0.00	-0.00	-17.82	17.81
ACGAGBSIDEtl	0.00	0.00	-0.01	-17.82	17.81
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte	0.00	0.00	-0.00	-17.81	17.81
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	0.00	0.00	0.00	-17.81	17.82
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	0.00	0.00	-0.00	-17.81	17.81
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	0.00	0.00	0.00	-17.81	17.82
ACGALK	-0.00	200000.00	-0.99	-392046.65	392017.83
ACGALK2	-0.00	200000.00	-0.99	-392036.61	392034.64
ACGALtlg	0.00	0.00	0.47	-17.34	18.28
ACGALtly	0.00	0.00	2.47	-15.34	20.29
ACGAM6PSi	-0.00	200000.00	-0.63	-392033.49	392023.52
ACGAMK	-156.69	182574.19	-157.80	-358048.87	357706.42
ACGAMPM	0.00	141421.36	0.13	-277203.55	277203.80
ACGAMtly	0.00	0.00	2.47	-15.34	20.29
ACGBGBSIDEtg	0.00	0.00	373.31	355.49	391.12
ACGBGBSIDEtl	0.00	0.00	745.79	727.97	763.60
ACGPID	237.23	173205.08	237.97	-339291.50	339725.86
ACGSm	-0.00	200000.00	-0.68	-392022.39	392032.52
ACHEe	386.83	100000.00	386.09	-195661.42	196392.02
ACHtn	0.00	0.00	0.00	-17.81	17.81
ACHVESSEC	-857.25	141421.36	-856.25	-278105.58	276335.36
ACITL	-1094.48	244948.97	-1095.54	-481265.34	479025.25
ACN13ACNGALGBSIDEte	0.00	0.00	-5.79	-23.60	12.02
ACN13ACNGALGBSIDEtg	0.00	0.00	-0.00	-17.82	17.81
ACN23ACNGALGBSIDEte	0.00	0.00	-5.79	-23.60	12.02
ACN23ACNGALGBSIDEtg	0.00	0.00	-0.00	-17.82	17.81
ACNACNGAL14ACGLCGALGLUSIDEte	0.00	0.00	126.91	109.09	144.72
ACNACNGAL14ACGLCGALGLUSIDEtg	0.00	0.00	-514.55	-532.36	-496.74
ACNACNGALGBSIDEte	0.00	0.00	-5.79	-23.60	12.02
ACNACNGALGBSIDEtg	0.00	0.00	-0.00	-17.82	17.81
ACNAM9PL	-857.25	173205.08	-858.59	-340364.30	338657.80
ACNAM9PL2	-857.25	173205.08	-858.45	-340364.16	338657.94
ACNAMlt	0.00	0.00	-2.31	-20.12	15.50
ACNAMPH	-857.25	141421.36	-857.67	-278079.15	276332.94
ACNAMtn	0.00	0.00	0.00	-17.81	17.81
ACNGALACGLCGAL14ACGLCGALGLUSIDEte	0.00	0.00	2.89	-14.92	20.71
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	0.00	0.00	0.00	-17.81	17.82
ACNMLr	160.41	152752.52	160.40	-299282.04	299561.29
ACOAD10m	-37.67	141421.36	-37.67	-277259.15	277183.81
ACOAD1fm	-37.67	141421.36	-37.67	-277259.15	277183.82
ACOAD8m	-37.67	141421.36	-37.67	-277259.15	277183.81
ACOAD9m	-37.67	141421.36	-37.67	-277259.15	277183.82
ACOAHi	237.23	173205.08	236.43	-339290.27	339712.85
ACOAO7p	-150.43	141421.36	-150.40	-277371.89	277071.08
ACODA	79.11	159615.72	79.37	-312814.94	312932.12
ACONTm	0.00	141421.36	-0.00	-277203.67	277203.67
ACOX22x	29.47	141421.36	29.48	-277186.06	277265.81
ACOX2x	-453.19	141421.36	-452.89	-277662.50	276798.28
ACP1_FMN_	-876.57	122474.49	-877.23	-240962.85	239177.51
ACRNtm	0.00	0.00	4.75	-13.06	22.57
ACS2	-1980.48	223606.80	-1980.53	-440288.06	436320.76
ACSm	-1980.48	223606.80	-1977.35	-440299.52	436316.98
ACSRTNMT	5.06	187082.87	4.36	-366713.69	366722.41
ACt2m	0.00	0.00	0.00	-17.81	17.82
ACt2r	0.00	0.00	-0.00	-17.82	17.81
ACtg	0.00	0.00	-0.03	-17.85	17.78
ACTLMO	-507.94	127530.34	-507.57	-250494.20	249509.88
ACTNMO	-112.38	100000.00	-112.02	-196139.18	195945.97
ADA	-61.67	7.39	-61.03	-112.05	-46.82
ADAe	-61.67	7.39	-61.08	-123.07	-40.67
ADCim	-545.79	100000.00	-545.05	-196592.56	195460.88
ADEt	0.00	0.00	-0.02	-17.84	17.79
ADK1m	0.00	244948.97	-5.24	-480114.01	480115.53
ADK3	0.00	200000.00	-1.60	-392043.64	392041.62
ADK3m	0.00	200000.00	-5.24	-392026.52	392030.23
ADKd	0.00	244948.97	-1.60	-480137.21	480134.02
ADMDC	-386.00	141421.36	-385.98	-277619.34	276805.82
ADNCYC	-1980.48	141421.36	-1980.11	-279197.85	275198.44
ADNK1m	192.36	173205.08	191.57	-339313.51	339694.47
ADNt	0.00	0.00	-0.00	-17.81	17.81
ADNt4	0.00	0.00	-3.00	-57.58	10.51
ADNtl	0.00	0.00	0.07	-17.75	17.88
ADNtm	0.00	0.00	0.00	-17.81	17.81
ADPMAN	237.23	173205.08	235.22	-339306.12	339717.65
ADPRIBt	0.00	0.00	5.79	-12.02	23.60
ADPtx	0.00	0.00	-3.02	-16.55	26.67
ADRNCOAtx	0.00	0.00	-5.00	-22.81	12.81
ADRNCPT1	108.83	178543.82	108.99	-349869.76	350079.03
ADRNCPT2	-108.83	178543.82	-108.82	-350087.91	349858.78
ADRNCRNt	0.00	0.00	0.00	-17.81	17.82
ADRNLPVESSEC	-857.25	141421.36	-856.30	-278105.63	276335.30
ADRNt	0.00	0.00	2.89	-14.92	20.70
ADSK	-0.00	200000.00	-0.87	-392046.53	392017.95
ADSL1	0.00	173205.08	0.01	-339541.33	339482.44
ADSL2	0.00	173205.08	0.32	-339529.14	339488.21
AFLATOXINte	0.00	0.00	-0.00	-17.81	17.81
AG13T16g	-0.00	200000.00	-39.59	-392080.29	391985.03
AG13T17g	-0.00	200000.00	-39.97	-392080.67	391984.65
AG13T18g	-0.00	200000.00	-0.68	-392041.38	392023.93
AG13T1g	-0.00	200000.00	0.99	-392039.70	392025.61
AG13T2g	-0.00	200000.00	-1.32	-392042.01	392023.30
AG13T3g	-0.00	200000.00	36.78	-392003.92	392061.40
AGMTm	34.37	141421.36	34.38	-277198.98	277226.18
AGPAT1	0.00	200000.00	-1598.63	-393631.50	390425.52
AGTim	-7.87	141421.36	-7.98	-277229.46	277213.51
AGTix	-7.87	141421.36	-7.88	-277229.37	277213.60
AHANDROSTANGLCte	-857.25	141421.36	-859.14	-278108.48	276332.46
AHANDROSTANGLCtr	0.00	0.00	0.00	-17.81	17.81
AHCYStr	0.00	0.00	0.00	-17.81	17.81
AHEXASE2ly	1181.76	223606.80	1172.23	-437203.97	439423.74
AHEXASEly	787.84	182574.19	780.87	-357141.73	358620.34
AIRCr	386.00	141421.36	383.15	-276808.65	277616.51
AKGDm	-368.72	173205.08	-368.61	-339912.71	339137.10
AKGMALtm	0.00	0.00	0.02	-35.61	35.64
AKGt4_3	0.00	0.00	-3.22	-131.33	1.68
AKGtp	0.00	0.00	-2.38	-20.19	15.44
AKR1C1	-18.55	141421.36	-18.18	-277243.08	277195.97
AKR1C41	-17.28	141421.36	-16.91	-277223.90	277204.06
AKR1C42	-17.28	141421.36	-16.91	-277223.90	277204.06
AKR1D	-18.55	141421.36	-18.18	-277243.08	277195.97
AKR1D2	-18.55	141421.36	-18.18	-277243.08	277195.97
ALAASNNaEx	0.00	0.00	-3.00	-75.39	28.32
ALACYSNaEx	0.00	0.00	-3.03	-75.42	28.30
ALADGLNexR	0.00	0.00	0.00	-35.62	35.63
ALADGLYexR	0.00	0.00	-0.01	-35.64	35.62
ALAGLNexR	0.00	0.00	0.00	-35.62	35.63
ALAGLNNaEx	0.00	0.00	-3.00	-75.39	28.32
ALAGLYexR	0.00	0.00	-0.01	-35.64	35.62
ALASERNaEx	0.00	0.00	-3.04	-75.43	28.29
ALASm	-8.85	173205.08	-11.18	-339544.55	339492.10
ALAt4	0.00	0.00	-2.99	-57.57	10.52
ALATA_L	369.28	173205.08	369.28	-339148.30	339886.86
ALATHRNaEx	0.00	0.00	-3.03	-75.42	28.29
ALAtN1	0.00	0.00	-3.10	-94.44	6.11
ALCD21_D	17.28	141421.36	16.91	-277204.06	277223.90
ALCD21_L	793.53	111803.40	793.16	-218376.61	219948.96
ALCD22_D	18.75	127530.34	18.38	-249976.20	249998.99
ALCD22_L	-757.49	93616.17	-757.87	-184280.68	182750.97
ALCD2if	58.88	8.23	58.50	7.27	95.77
ALCD2yf	60.14	8.20	59.78	15.41	114.89
ALDD20x	254.51	141421.36	253.39	-276967.58	277460.39
ALDD20xm	254.51	141421.36	253.09	-276979.53	277458.80
ALDD21	254.51	141421.36	253.38	-276967.59	277460.38
ALDD2xm	394.71	100000.00	393.29	-195653.47	196413.14
ALDD2y	395.98	100000.00	394.87	-195633.43	196433.90
ALDSTRNte	0.00	0.00	0.00	-17.81	17.81
ALDSTRNtm	0.00	0.00	0.00	-17.81	17.81
ALOX12	-16.40	141421.36	-16.40	-277208.20	277216.96
ALOX15	-16.40	141421.36	-16.40	-277208.20	277216.96
ALOX5	-16.40	141421.36	-16.39	-277208.19	277216.97
ALOX52	-237.23	141421.36	-237.23	-277440.90	276966.44
ALR2	-20.02	127530.34	-19.65	-250018.16	249968.11
ALR3	-18.55	141421.36	-18.18	-277243.08	277195.97
AMACR2p	-245.43	141421.36	-245.13	-277442.86	276973.39
AMACRp	0.00	141421.36	0.00	-277203.67	277203.67
AMCOXO	138.48	141421.36	139.04	-277104.59	277335.11
AMETr	0.00	0.00	0.00	-17.81	17.81
AMETt2m	0.00	0.00	-14.98	-50.61	20.65
AMPDA	157.03	141421.36	157.68	-277059.26	277355.14
AMPTASECGe	-478.94	100000.00	-479.02	-196526.52	195526.92
AMPtp	0.00	0.00	-2.52	-14.87	27.16
AMY1e	-5420.85	141421.36	-5420.85	-282862.03	271687.82
AMY2e	-5420.85	141421.36	-5420.85	-282862.03	271687.82
ANDRSTRNGLCte	-857.25	141421.36	-859.14	-278108.48	276332.46
ANDRSTRNGLCtr	0.00	0.00	0.00	-17.81	17.81
ANDRSTRNte	0.00	0.00	-0.00	-17.81	17.81
ANDRSTRNtr	0.00	0.00	0.00	-17.81	17.81
ANTIPYRENEte	0.00	0.00	-0.00	-17.81	17.81
AOBUTDsm	-386.00	141421.36	-382.36	-277615.72	276809.44
APAT2rm	4.34	184390.89	4.24	-361437.53	361446.01
APNNOXte	0.00	0.00	-0.00	-17.81	17.81
APOCF	-237.23	173205.08	-237.94	-339725.84	339291.52
APOCFm	-237.23	173205.08	-237.81	-339725.70	339291.65
APOC_LYS_BTNP	237.23	173205.08	236.73	-339292.73	339724.63
APOC_LYS_BTNPm	237.23	173205.08	237.02	-339292.44	339724.92
APPNNte	0.00	0.00	-0.00	-17.81	17.81
APRTO2	6.60	141421.36	8.30	-277231.92	277211.70
AQCOBALt	0.00	0.00	-0.00	-17.81	17.81
ARAB_Lt	0.00	0.00	0.00	-17.81	17.81
ARABR	-16.10	122474.49	-15.73	-240104.76	240062.56
ARACHCOAtx	0.00	0.00	-4.99	-22.81	12.82
ARACHCPT1	108.83	178543.82	108.98	-349869.77	350079.02
ARACHCPT2	-108.83	178543.82	-108.82	-350087.90	349858.78
ARACHCRNt	0.00	0.00	0.00	-17.81	17.82
ARACHDCOAtx	0.00	0.00	-4.99	-22.80	12.82
ARACHDt2	0.00	0.00	2.89	-14.92	20.70
ARACHDtr	0.00	0.00	0.00	-17.81	17.81
ARACHt	0.00	0.00	2.89	-14.92	20.70
ARGDCm	-386.00	141421.36	-385.01	-277618.37	276806.79
ARGLYSex	0.00	0.00	0.02	-35.61	35.64
ARGNm	34.37	141421.36	34.53	-277198.83	277226.33
ARGSS	-2152.37	203903.81	-2153.01	-401854.16	397533.19
ARGt4	0.00	0.00	-5.87	-60.44	7.64
ARGtm	0.00	0.00	-0.27	-18.08	17.54
ARSA	-509.70	141421.36	-509.70	-277743.06	276682.09
ARTCOAL1	237.23	173205.08	247.32	-339279.38	339723.74
ARTCOAL2	237.23	173205.08	247.32	-339279.38	339723.74
ARTCOAL3	237.23	173205.08	247.32	-339279.38	339723.74
R_group_phosphotase_1	-1980.48	223606.80	-1991.21	-440298.75	436310.08
R_group_phosphotase_2	-1980.48	223606.80	-1991.21	-440298.75	436310.08
R_group_phosphotase_3	-1980.48	223606.80	-1991.21	-440298.75	436310.08
ARTFR208	75.93	160078.11	39.75	-313846.92	313910.71
ARTPLM3	0.00	141421.36	34.38	-277169.29	277238.05
ARTPLM3m	0.00	141421.36	34.74	-277168.93	277238.41
ASAH1	237.23	173205.08	236.49	-339292.97	339724.39
ASCBOX	-268.06	244948.97	-352.62	-480506.05	479800.81
ASCBt	0.00	0.00	2.89	-14.92	20.71
ASCBt4	0.00	0.00	-0.11	-54.69	13.40
ASNALANaEx	0.00	0.00	-3.00	-75.39	28.32
ASNCYSNaEx	0.00	0.00	-3.03	-75.42	28.30
ASNGLNNaEx	0.00	0.00	-3.00	-75.39	28.32
ASNNm	683.24	100000.00	682.71	-195364.80	196688.64
ASNS1	-1740.86	200000.00	-1741.49	-393820.87	390281.36
ASNSERNaEx	0.00	0.00	-3.04	-75.43	28.29
ASNt4	0.00	0.00	-2.99	-57.57	10.52
ASNTHRNaEx	0.00	0.00	-3.03	-75.42	28.29
ASNtm	0.00	0.00	-0.12	-17.93	17.70
ASNtN1	0.00	0.00	-3.10	-94.44	6.11
ASPCTr	-1094.48	173205.08	-1094.76	-340600.47	338421.63
ASPDt6	0.00	0.00	-6.01	-151.92	16.71
ASPDxt	0.00	0.00	1.19	-16.62	19.01
ASPGLUm	0.00	0.00	-14.99	-50.61	20.64
ASPNATm	-0.00	200000.00	-0.69	-392022.41	392032.50
ASPt6	0.00	0.00	-6.01	-151.92	16.71
ASPTAm	0.00	200000.00	-0.02	-392035.64	392035.61
ATP1ter	0.00	0.00	0.00	-45.66	18.81
ATP2ter	0.00	0.00	0.00	-45.66	17.63
ATPasel	-857.25	141421.36	-857.31	-278088.83	276316.48
ATPH1e	-1714.50	141421.36	-1715.17	-278978.22	275464.75
ATPH2e	-857.25	141421.36	-856.39	-278089.75	276335.40
ATPtm	0.00	0.00	-14.96	-21.27	16.02
ATPtn	0.00	0.00	0.00	-15.97	5.28
ATPtx	0.00	0.00	-4.21	-20.18	1.08
AVITE2t	0.00	0.00	0.00	-17.81	17.81
B_MANNASEly	-518.47	115470.05	-519.18	-226887.99	225808.06
B3GALT3g	-0.00	200000.00	-0.68	-392041.38	392023.93
B3GALT41g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GALT42g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GALT43g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GALT44g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GALT5g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GALTg	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT11g	-0.00	200000.00	-0.68	-392041.38	392023.93
B3GNT12g	-310.25	180142.62	-4119.59	-357239.81	348984.56
B3GNT310g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT311g	-0.00	200000.00	-84.07	-392124.77	391940.54
B3GNT312g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT313g	-0.00	200000.00	-8.53	-392049.22	392016.09
B3GNT314g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT315g	310.25	180142.62	4117.78	-349002.44	357221.93
B3GNT31g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT32g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT33g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT34g	-0.00	200000.00	-0.68	-392041.38	392023.93
B3GNT35g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT36g	-343.87	153297.10	-3188.48	-303656.73	297321.34
B3GNT37g	-0.00	200000.00	-1.12	-392041.82	392023.50
B3GNT39g	-0.00	200000.00	1420.70	-390619.99	393445.32
B3GNT51g	-0.00	200000.00	-1422.51	-393463.21	390602.11
BAAT1x	377.15	173205.08	334.58	-339183.01	339852.16
BAAT2x	0.00	200000.00	-0.36	-392035.99	392035.27
BAAT3x	377.15	173205.08	376.85	-339140.74	339894.43
BAAT4x	377.15	173205.08	376.85	-339140.74	339894.43
BACCL	-1980.48	173205.08	-1979.37	-341481.33	337524.97
BACCLm	-1980.48	173205.08	-1976.61	-341496.03	337526.45
BALAtmr	0.00	0.00	-0.02	-17.83	17.80
BALAVECSEC	-857.25	141421.36	-859.14	-278108.48	276332.46
