Taxon,mean,SD,minimum,maximum,non_zero_count
Flavonifractor_Flavonifractor_sp,0.0007073727349425694,0.0007511154145679997,7.782060793458918e-06,0.001752802441181018,5
Fusicatenibacter_sp_2789STDY5834925,0.0002742645522371717,0.0002647194407652397,4.267581725445213e-06,0.0007159410966389761,5
Fusobacterium_Fusobacterium_sp,3.1728324416091605e-06,3.8977883109882405e-06,0.0,9.962080337403707e-06,4
Haemophilus_sptorum,5.010304003326842e-07,1.120338033937815e-06,0.0,2.5051520016634208e-06,1
Intestinimonas_massiliensis_,0.0013245238248512446,0.0008793201292529529,1.8325497997500034e-05,0.002223908790355621,5
Klebsiella_sp_4_1_44FAA,5.385962683685959e-06,1.2043378684999e-05,0.0,2.6929813418429793e-05,1
Lachnoclostridium_Clostridium_scindens,2.65989626517099e-05,4.734908927625523e-05,0.0,0.00011049715115105296,4
Lachnoclostridium_Clostridium_symbiosum,0.00020278994926793318,0.00010606978649786581,9.081176006029901e-05,0.00032132437483359786,5
Lachnoclostridium_Lachnoclostridium_sp,1.5142362112853633e-06,3.3859351024258066e-06,0.0,7.571181056426817e-06,1
Lachnospra_Lachnospra_sp,0.0013679986547545193,0.0014952170667626768,3.313651692698636e-05,0.003359412731379278,5
Lachnospra_eligens,2.663700768221639e-05,4.131715304611809e-05,0.0,9.4042038385091e-05,2
Lacrimispra_indolis,3.9848321349614824e-07,8.910355532699491e-07,0.0,1.9924160674807413e-06,1
Massilimicrobiota_timonensis,2.3908992809768895e-07,5.346213319619695e-07,0.0,1.1954496404884448e-06,1
Mediterraneibacter_Blautia_torques,0.0024589172985089434,0.0049777973179311,0.00015212060457825218,0.011361557724230878,5
Mediterraneibacter_Ruminococcus_lactaris,8.153970182049182e-05,0.00011591491656321988,1.7572395340068526e-06,0.0002745111227281467,5
Mediterraneibacter_faecis,1.746875306297031e-05,2.0575272769614647e-05,0.0,4.791103203181293e-05,3
Megaspaera_Megaspaera_sp,2.6453881597221897e-05,3.3014949150021226e-05,2.9748680019753122e-06,8.451485377842481e-05,5
Megaspaera_massiliensis,0.00011170101218474194,0.00021646596273179188,0.0,0.0004958762608821242,2
Megaspaera_micronuciformis,2.0110704961768993e-07,4.4968903369957773e-07,0.0,1.0055352480884496e-06,1
Minimicrobia_Minimicrobia_vallesae,1.6562731893049725e-06,2.3918177767661924e-06,0.0,5.77800659569415e-06,3
Odoribacter_Odoribacter_sp,0.0015457465333864576,0.002429846664264339,5.027676240442248e-06,0.005581554371440548,5
Odoribacter_spanchnicus,0.0022698581590297607,0.0031607347117005467,3.016605744265349e-06,0.006842355258942362,5
Oscillibacter_Oscillibacter_sp,0.0021370791389595436,0.001532979415929327,0.00010066472187667826,0.0036985219460645,5
Oxalobacter_paraformigenes,2.789382494473038e-07,6.237248872889644e-07,0.0,1.394691247236519e-06,1
Parabacteroides_sp_D26,0.0012140473462854803,0.0012211220272932235,9.15613656226613e-05,0.0026174369878494497,5
Parabacteroides_sp_HGS0025,2.6688763377178086e-05,4.09852951608113e-05,0.0,9.597863606372981e-05,3
Prevotellamassilia_timonensis,4.662572143902856e-06,7.0327286752588714e-06,0.0,1.7066348011332055e-05,4
Propionibacterium_sp_434_HC2,5.491599552778676e-05,6.394053038914074e-05,0.0,0.00015619314186973916,3
Roseburia_Roseburia_sp,0.0001331776730456754,0.00013723515064040413,0.0,0.00036042874423932467,4
Ruminiclostridium_Ruminiclostridium_sp,3.67427775193713e-05,5.464335942755192e-05,3.021393700604318e-06,0.00012917190008577013,5
Ruminococcus_Ruminococcus_sp,0.003798474590353333,0.006559689985044771,5.012316575571927e-05,0.01535495290725383,5
Ruminococcus_sp_5_1_39BFAA,7.481745007348e-06,7.412106531119323e-06,0.0,1.8318924012163767e-05,4
Ruminococcus_sp_SR1,3.011488466407557e-05,3.805758789116356e-05,0.0,9.675483609384414e-05,4
Sanguibacteroides_justesenii,3.4017041993070868e-06,5.096665181689842e-06,0.0,1.1429756007589357e-05,2
Soleaferrea_Soleaferrea_massiliensis,2.101839096072569e-07,4.6998550965849755e-07,0.0,1.0509195480362845e-06,1
Sphingomonas_paucimobilis,1.565720001039638e-06,3.501056356055672e-06,0.0,7.82860000519819e-06,1
Streptococcus_Streptococcus_sp,8.077890919404783e-05,9.879025559047627e-05,2.8450544836301424e-06,0.00023047398415303473,5
Streptococcus_ilei,3.1878657079691857e-07,7.128284426159592e-07,0.0,1.593932853984593e-06,1
Streptococcus_sp_2_1_36FAA,6.262880004158552e-07,1.4004225424222688e-06,0.0,3.131440002079276e-06,1
Subdoligranulum_sp_4_3_54A2FAA,0.0005844565382499503,0.00040887897894620746,0.000134025632088993,0.0009982004498078514,5
Synergistes_sp_3_1_syn1,2.3001575863619264e-05,4.2390996360102786e-05,0.0,9.762838730655633e-05,2
Tannerella_sp_6_1_58FAA_CT1,6.986991966019028e-05,9.019415959464248e-05,3.5981571410616504e-06,0.00022833088133329294,5
Terrisprobacter_glycolicus,4.781798561953779e-07,1.069242663923939e-06,0.0,2.3908992809768896e-06,1
Terrisprobacter_othiniensis,9.962780991857062e-07,1.3804621983535184e-06,0.0,2.789382494473038e-06,2
Thomasclavelia_ramosa,2.4468856124632895e-06,3.466374716088633e-06,0.0,7.37392515264863e-06,2
Thomasclavelia_sp,2.3908992809768895e-07,5.346213319619695e-07,0.0,1.1954496404884448e-06,1
Thomasclavelia_sproformis,2.470595923676119e-06,5.524420430273684e-06,0.0,1.2352979618380595e-05,1
Turicibacter_sp_H121,3.1396936616267556e-06,4.371107802397252e-06,0.0,8.965872303663336e-06,2
Turicibacter_sp_HGF1,1.2751462831876743e-06,2.851313770463837e-06,0.0,6.375731415938372e-06,1
Tyzzerella_Tyzzerella_nexilis,0.0001455748265102635,7.913297926867064e-05,3.4559044168801435e-05,0.00023674768785549163,5
Veillonella_dispr,1.3374127276104624e-05,2.4276384634695418e-05,0.0,5.66790640376349e-05,4
Veillonella_sp_ACP1,3.175524108788588e-06,3.7096363528905566e-06,0.0,8.924604005925938e-06,3
Veillonella_sp_oral_taxon_158,5.338083153092904e-06,8.230674002684438e-06,0.0,1.972807201309944e-05,3
