Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
ACHVESSEC	-857.26	200000.01	-856.26	-392919.76	391149.51
ACITL	-856.96	316227.79	-858.01	-620734.30	618969.26
ACN13ACNGALGBSIDEte	0.00	141421.36	-5.79	-277209.46	277197.88
ACN13ACNGALGBSIDEtg	0.00	141421.36	-0.00	-277203.67	277203.67
ACN23ACNGALGBSIDEte	0.00	141421.36	-5.79	-277209.46	277197.88
ACN23ACNGALGBSIDEtg	0.00	141421.36	-0.00	-277203.67	277203.67
ACNACNGAL14ACGLCGALGLUSIDEte	0.00	20.62	126.91	68.68	185.13
ACNACNGAL14ACGLCGALGLUSIDEtg	0.00	20.62	-514.55	-572.78	-456.33
ACNACNGALGBSIDEte	0.00	141421.36	-5.79	-277209.46	277197.88
ACNACNGALGBSIDEtg	0.00	141421.36	-0.00	-277203.67	277203.67
ACNAM9PL	-53.07	163299.33	-54.41	-320144.84	320046.71
ACNAM9PL2	-51.99	67.84	-53.19	-209.90	114.21
ACNAMlt	0.00	141421.37	-2.31	-277206.00	277201.38
ACNAMPH	327.07	152752.53	326.66	-299103.93	299726.36
ACNAMtn	0.00	141421.36	0.00	-277203.68	277203.68
ACNGALACGLCGAL14ACGLCGALGLUSIDEte	0.00	141421.36	2.89	-277200.78	277206.57
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	0.00	141421.36	0.00	-277203.67	277203.67
ACNMLr	-149.75	100000.01	-149.76	-196197.27	195856.19
ACOAD10m	28.11	326598.65	28.11	-640140.87	640197.09
ACOAD1fm	40.56	326598.65	40.56	-640128.42	640209.55
ACOAD8m	28.11	326598.65	28.11	-640140.87	640197.09
ACOAD9m	35.96	326598.65	35.96	-640133.02	640204.95
ACOAHi	6.03	282842.73	5.22	-554411.26	554371.43
ACOAO7p	-72.21	282842.73	-72.18	-554479.57	554335.20
ACODA	57.68	100000.00	57.95	-195989.57	196063.89
ACONTm	5.49	104.45	5.49	-217.04	228.02
ACOX22x	-199.83	482059.10	-199.82	-945065.35	944686.49
ACOX2x	-387.42	482059.10	-387.12	-945246.72	944514.03
ACP1_FMN_	-47.53	61.54	-48.19	-204.44	77.17
ACRNtm	0.00	141421.36	4.75	-277198.93	277208.43
ACS2	-1749.29	300000.02	-1749.34	-589787.58	586282.67
ACSm	-1749.29	300000.02	-1746.16	-589799.04	586278.88
ACSRTNMT	36.21	100000.02	35.51	-196000.17	196071.18
ACt2m	0.00	57.01	0.00	-129.56	129.56
ACt2r	0.00	57.01	-0.00	-129.56	129.56
ACtg	0.00	34.38	-0.03	-85.24	85.17
ACTLMO	-469.87	163299.35	-469.50	-320563.38	319655.20
ACTNMO	-412.82	163299.35	-412.46	-320506.34	319712.24
ADA	-61.69	49.34	-61.04	-194.29	35.38
ADAe	-61.69	49.34	-61.10	-205.30	41.54
ADCim	-58.45	52.63	-57.71	-208.36	51.37
ADEt	0.00	19.17	-0.02	-55.41	55.36
ADK1m	0.00	223606.81	-5.24	-438283.38	438284.89
ADK3	-917.92	216024.70	-919.52	-424369.98	422532.12
ADK3m	-917.92	216024.70	-923.16	-424352.86	422520.73
ADKd	-0.00	223606.81	-1.60	-438306.58	438303.38
ADMDC	-17.42	173205.09	-17.40	-339546.87	339470.51
ADNCYC	-1315.35	160356.75	-1314.98	-315646.09	312976.94
ADNK1m	-847.63	141421.37	-848.42	-278057.43	276358.41
ADNt	0.00	17.54	-0.00	-52.20	52.20
ADNt4	0.00	141421.36	-3.00	-277243.44	277196.37
ADNtl	0.00	17.54	0.07	-52.14	52.27
ADNtm	0.00	17.54	0.00	-52.20	52.20
ADPMAN	-1828.67	100000.03	-1830.68	-197890.12	194169.86
ADPRIBt	0.00	141421.36	5.79	-277197.89	277209.46
ADPtx	0.00	141421.36	-3.02	-277202.42	277212.54
ADRNCOAtx	0.00	282842.74	-5.00	-554394.58	554384.58
ADRNCPT1	-5.83	316227.79	-5.68	-619845.01	619824.94
ADRNCPT2	5.83	316227.79	5.84	-619833.82	619834.03
ADRNCRNt	0.00	141421.38	0.00	-277203.72	277203.72
ADRNLPVESSEC	-857.26	200000.01	-856.31	-392919.81	391149.46
ADRNt	0.00	70.00	2.89	-152.13	157.91
ADSK	-848.76	244948.98	-849.62	-480995.29	479269.20
ADSL1	52.09	85.86	52.10	-175.56	220.85
ADSL2	97.69	163299.34	98.01	-320016.20	320170.65
AFLATOXINte	0.00	141421.36	-0.00	-277203.67	277203.67
AG13T16g	-33.56	653197.28	-73.15	-1280380.51	1280218.13
AG13T17g	-23.83	791622.82	-63.80	-1551685.22	1551541.55
AG13T18g	504.21	191485.43	503.52	-374848.62	375839.59
AG13T1g	-201.01	562731.45	-200.02	-1103194.36	1102778.24
AG13T2g	-201.01	660807.61	-202.33	-1295425.93	1295005.20
AG13T3g	504.21	191485.43	540.98	-374811.16	375877.05
AGMTm	-3.90	244948.98	-3.88	-480151.38	480102.06
AGPAT1	-1618.61	244948.99	-3217.25	-483350.14	476906.93
AGTim	-26.30	37.08	-26.40	-134.70	81.90
AGTix	-26.30	37.08	-26.31	-134.61	82.00
AHANDROSTANGLCte	-857.26	381725.42	-859.15	-749104.46	747328.42
AHANDROSTANGLCtr	0.00	354562.12	0.00	-694959.56	694959.56
AHCYStr	0.00	66.58	0.00	-148.32	148.32
AHEXASE2ly	-4984.81	100000.01	-4994.33	-201101.24	190987.87
AHEXASEly	-4297.68	100000.01	-4304.64	-200381.85	191689.43
AIRCr	66.06	73.33	63.20	-86.46	254.43
AKGDm	-13.79	326598.66	-13.68	-640209.19	640143.44
AKGMALtm	0.00	98.87	0.02	-229.39	229.42
AKGt4_3	0.00	424264.07	-3.22	-831688.91	831559.27
AKGtp	0.00	70.67	-2.38	-158.71	153.95
AKR1C1	-50.48	390360.05	-50.11	-765194.85	765083.88
AKR1C41	-67.01	390360.05	-66.64	-765193.47	765074.17
AKR1C42	-67.01	390360.05	-66.64	-765193.47	765074.17
AKR1D	-41.13	390360.05	-40.77	-765185.50	765093.23
AKR1D2	-41.13	390360.05	-40.77	-765185.50	765093.23
ALAASNNaEx	0.00	141421.36	-3.00	-277261.25	277214.18
ALACYSNaEx	0.00	141421.36	-3.03	-277261.29	277214.17
ALADGLNexR	0.00	20.47	0.00	-75.74	75.74
ALADGLYexR	0.00	14.59	-0.01	-64.22	64.20
ALAGLNexR	0.00	20.34	0.00	-75.48	75.49
ALAGLNNaEx	0.00	141421.36	-3.00	-277261.25	277214.18
ALAGLYexR	0.00	14.40	-0.01	-63.87	63.85
ALASERNaEx	0.00	141421.36	-3.04	-277261.29	277214.15
ALASm	-19.49	282842.73	-21.83	-554444.98	554371.25
ALAt4	0.00	141421.36	-2.99	-277243.43	277196.38
ALATA_L	-6.34	61.85	-6.34	-163.18	150.50
ALATHRNaEx	0.00	141421.36	-3.03	-277261.28	277214.15
ALAtN1	0.00	282842.72	-3.10	-554466.16	554377.83
ALCD21_D	64.26	163299.34	63.89	-320037.92	320151.72
ALCD21_L	50.81	163299.34	50.44	-320051.37	320138.27
ALCD22_D	41.80	163299.34	41.43	-320060.38	320129.26
ALCD22_L	55.25	163299.34	54.88	-320046.93	320142.71
ALCD2if	58.90	163299.34	58.53	-320043.28	320146.36
ALCD2yf	60.17	163299.34	59.80	-320035.20	320165.55
ALDD20x	12.75	163299.35	11.63	-320090.21	320099.49
ALDD20xm	12.75	163299.35	11.33	-320102.16	320097.90
ALDD21	12.75	163299.35	11.62	-320090.22	320099.49
ALDD2xm	23.19	163299.35	21.77	-320091.71	320108.33
ALDD2y	24.46	163299.35	23.34	-320071.68	320129.11
ALDSTRNte	0.00	354562.12	0.00	-694959.56	694959.56
ALDSTRNtm	0.00	354562.12	0.00	-694959.56	694959.56
ALOX12	-99.99	100000.02	-99.99	-196105.96	195947.55
ALOX15	-99.99	100000.02	-99.99	-196105.96	195947.55
ALOX5	-99.99	100000.02	-99.98	-196105.95	195947.55
ALOX52	-200.16	100000.01	-200.16	-196218.00	195817.67
ALR2	-58.12	163299.34	-57.75	-320163.50	320037.25
ALR3	-50.48	163299.34	-50.11	-320155.86	320044.89
AMACR2p	-179.66	453557.39	-179.35	-889163.72	888825.79
AMACRp	0.00	453557.39	0.00	-888990.30	888990.30
AMCOXO	-125.14	163299.36	-124.58	-320249.09	319952.36
AMETr	0.00	141421.36	0.00	-277203.68	277203.68
AMETt2m	0.00	141421.37	-14.98	-277236.50	277206.54
AMPDA	-34.43	66.43	-33.79	-195.07	108.02
AMPTASECGe	39.28	47.02	39.21	-100.44	137.30
AMPtp	0.00	47.84	-2.52	-108.64	120.94
AMY1e	-94.73	104.77	-94.74	-555.42	33.43
AMY2e	-5420.89	141421.37	-5420.90	-282862.11	271687.80
ANDRSTRNGLCte	-857.26	381725.42	-859.15	-749104.46	747328.42
ANDRSTRNGLCtr	0.00	354562.12	0.00	-694959.56	694959.56
ANDRSTRNte	0.00	354562.12	-0.00	-694959.56	694959.56
ANDRSTRNtr	0.00	354562.12	0.00	-694959.56	694959.56
ANTIPYRENEte	0.00	141421.36	-0.00	-277203.67	277203.67
AOBUTDsm	-17.42	100000.01	-13.78	-196061.31	195992.18
APAT2rm	11.86	61.85	11.75	-145.11	168.61
APNNOXte	0.00	256347.98	-0.00	-502459.86	502459.85
APOCF	97.27	173205.08	96.56	-339391.35	339626.02
APOCFm	97.27	173205.08	96.69	-339391.21	339626.16
APOC_LYS_BTNP	-832.27	175254.92	-832.77	-344379.92	342672.81
APOC_LYS_BTNPm	-832.27	175254.92	-832.48	-344379.63	342673.10
APPNNte	0.00	177281.06	-0.00	-347488.69	347488.69
APRTO2	-116.11	100000.02	-114.41	-196168.81	195903.16
AQCOBALt	0.00	141421.36	-0.00	-277203.67	277203.67
ARAB_Lt	0.00	9.37	0.00	-36.18	36.18
ARABR	-56.97	163299.34	-56.61	-320162.35	320038.40
ARACHCOAtx	0.00	282842.73	-4.99	-554394.56	554384.57
ARACHCPT1	-5.83	316227.79	-5.68	-619845.01	619824.93
ARACHCPT2	5.83	316227.79	5.84	-619833.81	619834.02
ARACHCRNt	0.00	141421.37	0.00	-277203.70	277203.71
ARACHDCOAtx	0.00	282842.74	-4.99	-554394.56	554384.59
ARACHDt2	0.00	66.76	2.89	-145.77	151.55
ARACHDtr	0.00	66.76	0.00	-148.66	148.66
ARACHt	0.00	57.02	2.89	-126.69	132.47
ARGDCm	-51.45	173205.09	-50.46	-339579.94	339437.46
ARGLYSex	0.00	200000.00	0.02	-392035.62	392035.65
ARGNm	-37.93	141421.36	-37.77	-277271.13	277154.04
ARGSS	-1698.42	100000.03	-1699.05	-197748.79	194335.73
ARGt4	0.00	200000.00	-5.87	-392060.45	392007.65
ARGtm	0.00	141421.37	-0.27	-277203.96	277203.42
ARSA	-509.72	141421.36	-509.72	-277743.10	276682.08
ARTCOAL1	-2660.79	244948.98	-2650.70	-482795.45	477443.77
ARTCOAL2	-2660.79	244948.98	-2650.70	-482795.45	477443.77
ARTCOAL3	-2660.79	244948.98	-2650.70	-482795.45	477443.77
R_group_phosphotase_1	917.52	264575.14	906.79	-517698.70	519506.04
R_group_phosphotase_2	917.52	264575.14	906.79	-517698.70	519506.04
R_group_phosphotase_3	917.52	264575.14	906.79	-517698.70	519506.04
ARTFR208	2580.85	634264.73	2544.67	-1240747.77	1245821.42
ARTPLM3	-2927.71	223606.81	-2893.33	-441180.49	435393.83
ARTPLM3m	-2927.71	223606.81	-2892.97	-441180.13	435394.19
ASAH1	109.85	173205.08	109.11	-339420.35	339597.01
ASCBOX	-329.85	223606.83	-414.41	-438737.24	437908.42
ASCBt	0.00	141421.36	2.89	-277200.78	277206.57
ASCBt4	0.00	200000.00	-0.11	-392054.69	392013.40
ASNALANaEx	0.00	141421.36	-3.00	-277261.26	277214.18
ASNCYSNaEx	0.00	141421.36	-3.03	-277261.29	277214.17
ASNGLNNaEx	0.00	141421.36	-3.00	-277261.26	277214.18
ASNNm	-31.54	43.40	-32.08	-164.65	58.92
ASNS1	-1732.98	100000.03	-1733.61	-197813.03	194289.30
ASNSERNaEx	0.00	141421.36	-3.04	-277261.29	277214.15
ASNt4	0.00	141421.36	-2.99	-277243.43	277196.38
ASNTHRNaEx	0.00	141421.36	-3.03	-277261.28	277214.15
ASNtm	0.00	18.39	-0.12	-53.97	53.74
ASNtN1	0.00	282842.72	-3.10	-554466.16	554377.83
ASPCTr	134.02	115470.08	133.74	-226211.36	226489.52
ASPDt6	0.00	447213.60	-6.01	-876690.58	876555.37
ASPDxt	0.00	35.75	1.19	-86.69	89.08
ASPGLUm	0.00	68.04	-14.99	-183.97	154.00
ASPNATm	131.73	300000.02	131.03	-587890.72	588164.26
ASPt6	0.00	447213.60	-6.01	-876690.58	876555.37
ASPTAm	0.00	79.18	-0.02	-190.84	190.80
ATP1ter	0.00	200000.01	0.00	-392045.68	392018.83
ATP2ter	0.00	141421.37	0.00	-277231.55	277203.52
ATPasel	-857.26	141421.37	-857.32	-278088.86	276316.49
ATPH1e	-1714.52	100000.03	-1715.19	-197792.45	194278.94
ATPH2e	-857.26	100000.02	-856.40	-196903.94	195149.57
ATPtm	0.00	200000.01	-14.96	-392021.29	392016.04
ATPtn	0.00	141421.36	0.00	-277201.85	277191.16
ATPtx	0.00	141421.36	-4.21	-277206.05	277186.95
AVITE2t	0.00	93.26	0.00	-200.61	200.61
B_MANNASEly	-7.64	20.30	-8.35	-95.65	37.37
B3GALT3g	504.21	191485.43	503.52	-374848.62	375839.59
B3GALT41g	288.74	191485.43	287.62	-375064.52	375623.69
B3GALT42g	288.74	191485.43	287.62	-375064.52	375623.69
B3GALT43g	288.74	191485.43	287.62	-375064.52	375623.69
B3GALT44g	288.74	191485.43	287.62	-375064.52	375623.69
B3GALT5g	288.74	191485.43	287.62	-375064.52	375623.69
B3GALTg	288.74	191485.43	287.62	-375064.52	375623.69
B3GNT11g	504.21	191485.43	503.52	-374848.62	375839.59
B3GNT12g	-1319.74	163299.33	-5129.08	-325236.46	314962.22
B3GNT310g	288.74	191485.43	287.62	-375064.52	375623.69
B3GNT311g	288.74	191485.43	204.67	-375147.47	375540.73
B3GNT312g	288.74	191485.43	287.62	-375064.52	375623.69
B3GNT313g	288.74	191485.43	280.22	-375071.93	375616.28
B3GNT314g	288.74	191485.43	287.62	-375064.52	375623.69
B3GNT315g	2112.69	163299.33	5920.22	-314187.16	326011.53
B3GNT31g	288.74	191485.43	287.62	-375064.52	375623.69
B3GNT32g	288.74	191485.43	287.62	-375064.52	375623.69
B3GNT33g	288.74	191485.43	287.62	-375064.52	375623.69
B3GNT34g	504.21	191485.43	503.52	-374848.62	375839.59
B3GNT35g	288.74	191485.43	287.62	-375064.52	375623.69
B3GNT36g	194.28	122474.49	-2650.33	-242706.27	237447.18
B3GNT37g	288.74	191485.43	287.62	-375064.52	375623.69
